node_id,node_type,bipartite,label,coverage_status,author_channel_id,author_name,author_handle,comments_total,distinct_videos,distinct_channels,likes_total,replies_total,video_id,title,channel_id,channel_name,category,source_group,view_count,comments_observed,unique_authors
author::UC32oozucwCF3q8d4m8fyOUg,author,0,/@RauldejesusOlivagonzalez,participación_observada,UC32oozucwCF3q8d4m8fyOUg,@RauldejesusOlivagonzalez,/@RauldejesusOlivagonzalez,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC3E9mAgP7VoAE5mZoAexl5g,author,0,/@EnnioAroche,participación_observada,UC3E9mAgP7VoAE5mZoAexl5g,@EnnioAroche,/@EnnioAroche,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC3MYTqpQqlWBuCB7Th0e0PA,author,0,/@isaaclopez7220,participación_observada,UC3MYTqpQqlWBuCB7Th0e0PA,@isaaclopez7220,/@isaaclopez7220,1.0,1.0,1.0,4.0,0.0,,,,,,,,,
author::UC3NMzdMYryaw82kPTnsaljg,author,0,/@marisosa7832,participación_observada,UC3NMzdMYryaw82kPTnsaljg,@marisosa7832,/@marisosa7832,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC3UVO7pTbeYvZ3ILEyRDskQ,author,0,/@rosaelenaargueta79,participación_observada,UC3UVO7pTbeYvZ3ILEyRDskQ,@rosaelenaargueta79,/@rosaelenaargueta79,1.0,1.0,1.0,1.0,0.0,,,,,,,,,
author::UC3XTwHxygNCgjndsg-UiCQA,author,0,/@marioajset4283,participación_observada,UC3XTwHxygNCgjndsg-UiCQA,@marioajset4283,/@marioajset4283,3.0,1.0,1.0,2.0,0.0,,,,,,,,,
author::UC3YpzAr7pcdKC7BVFEpYzog,author,0,/@carmenfigueroa1232,participación_observada,UC3YpzAr7pcdKC7BVFEpYzog,@carmenfigueroa1232,/@carmenfigueroa1232,1.0,1.0,1.0,4.0,1.0,,,,,,,,,
author::UC3iIU62XKUOWuqL8BqBzj9A,author,0,/@antonioduarte2288,participación_observada,UC3iIU62XKUOWuqL8BqBzj9A,@antonioduarte2288,/@antonioduarte2288,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC3qn1yJA5PeW9rkGPatQxiw,author,0,/@VICTOREST19,participación_observada,UC3qn1yJA5PeW9rkGPatQxiw,@VICTOREST19,/@VICTOREST19,1.0,1.0,1.0,7.0,0.0,,,,,,,,,
author::UC4Avya4kmR4Q0FrfFdBozSQ,author,0,/@davidlima1348,participación_observada,UC4Avya4kmR4Q0FrfFdBozSQ,@davidlima1348,/@davidlima1348,1.0,1.0,1.0,11.0,0.0,,,,,,,,,
author::UC4cXueR2bKGFJV0Fk76gwmA,author,0,/@aluxdel4792,participación_observada,UC4cXueR2bKGFJV0Fk76gwmA,@aluxdel4792,/@aluxdel4792,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC4kg7zuTfqQKLd2bkZrSYBA,author,0,/@zoilagarcia9019,participación_observada,UC4kg7zuTfqQKLd2bkZrSYBA,@zoilagarcia9019,/@zoilagarcia9019,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC4wq3DcbfaG6dtCqn8Oyu3w,author,0,/@hugoasencio7764,participación_observada,UC4wq3DcbfaG6dtCqn8Oyu3w,@hugoasencio7764,/@hugoasencio7764,1.0,1.0,1.0,1.0,0.0,,,,,,,,,
author::UC5H8ASmMC9WrURmzeB4ySog,author,0,/@ManuelEdran,participación_observada,UC5H8ASmMC9WrURmzeB4ySog,@ManuelEdran,/@ManuelEdran,5.0,1.0,1.0,6.0,0.0,,,,,,,,,
author::UC5PrBbmUlQolwqmiru7yZhw,author,0,/@lazarochavez8269,participación_observada,UC5PrBbmUlQolwqmiru7yZhw,@lazarochavez8269,/@lazarochavez8269,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
author::UC5PyGvSfFM--OVKmQ3COu6g,author,0,/@FreddyGmez,participación_observada,UC5PyGvSfFM--OVKmQ3COu6g,@FreddyGmez,/@FreddyGmez,1.0,1.0,1.0,3.0,0.0,,,,,,,,,
author::UC5bG9nc_JV3FsNP2KseQiYw,author,0,/@giovannirodas4836,participación_observada,UC5bG9nc_JV3FsNP2KseQiYw,@giovannirodas4836,/@giovannirodas4836,1.0,1.0,1.0,2.0,0.0,,,,,,,,,
author::UC5fvhAfm89JH8eDFdvc0xYw,author,0,/@isaidiaz2388,participación_observada,UC5fvhAfm89JH8eDFdvc0xYw,@isaidiaz2388,/@isaidiaz2388,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
author::UC5hvEnRUzI4Kfvwnyi4QxqQ,author,0,/@leonelsantizo5281,participación_observada,UC5hvEnRUzI4Kfvwnyi4QxqQ,@leonelsantizo5281,/@leonelsantizo5281,1.0,1.0,1.0,2.0,0.0,,,,,,,,,
