video_id,title,channel_id,channel_name,category,source_group,view_count,comentarios_obs,autores_unicos,likes,respuestas,tiene_comentarios
DkxSkQipYwo,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,topic,66,0,0,0,0,False
EGfy1BxGLIk,Colabore con las medidas de la PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,Education,official_gov,1437,0,0,0,0,False
ELhvo8YnYnI,Insivumeh prevé lluvias fuertes por dos ondas del este,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,topic,5182,0,0,0,0,False
EQDcEgFpXCk,Guatemala: Gobierno refuerza lucha contra las pandillas en medio de crisis de seguridad,UCUdOoVWuWmgo1wByzcsyKDQ,FRANCE 24 Español,News & Politics,topic,5459,0,0,0,0,False
EZfm-05qtWo,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,UCFu4dCls6GPdTvgIeE9wjOA,Cucurucho en Guatemala,People & Blogs,topic,128,0,0,0,0,False
F72Rdq5crG4,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,official_gov,1441,0,0,0,0,False
FEc1BCuBiDg,¡Estamos con ustedes!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,topic,1562,0,0,0,0,False
FQP4JTo9ShA,Rafael Carrera y el nacimiento de Guatemala,UCvegRo82EipXUzAHQXZmr4A,MundoHistoria,Education,topic,1420,0,0,0,0,False
FU5zLTb4inc,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,topic,549,0,0,0,0,False
Fapc1-8m5Zc,Municipalidad de Guatemala 21/11/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,282,0,0,0,0,False
Fb2Ccfq5S9w,Reo y su esposa fueron asesinados dentro del Preventivo de zona 18,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,topic,15431,0,0,0,0,False
FuTz67jS7m0,124 nuevos brigadas refuerzan la seguridad vial en Guatemala,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,Education,official_gov,45,0,0,0,0,False
G2u4Rbq7zU4,Arévalo anuncia nueva cárcel de máxima seguridad en Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,topic,6327,0,0,0,0,False
GgU7qhmf020,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,Nonprofits & Activism,topic,167,0,0,0,0,False
GjGMSFSE1gY,"“Gracias a dios, no hay reelección” 🤡",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,130,0,0,0,0,False
HMJXf1VdM5E,Lluvia inusual de Martes Santo provoca inundaciones en zona 1 de Villa Nueva,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,1688,0,0,0,0,False
H_TGv_cMwww,PMT: La fuerza laboral reguladora del tránsito más grande,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,2383,0,0,0,0,False
I277M6i4jnY,Gestión del Riesgo de Desastres desde las comunidades.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,242,0,0,0,0,False
IZLflL4Hgco,El ciudadano Toriello da un paso al frente,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,Entertainment,topic,28013,0,0,0,0,False
IcF9rRdAtp8,Ministro de Comunicaciones Alejandro Sinibaldi realiza supervisión en la Ruta CA-1 Occidente,UCiQAWoQNcuKIAvCCFQC54UQ,Ministerio de Comunicaciones Infraestructura y Vivienda,People & Blogs,official_gov,211,0,0,0,0,False
J6ctng-yAnI,CIV PROVIAL GRADUACIÓN XV PROMOCIÓN BRIGADAS 140619,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,official_gov,2981,0,0,0,0,False
JErfmk-TlRg,Rendición de Cuentas - Primer Cuatrimestre 2023,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,official_gov,32,0,0,0,0,False
J_HBzJUTOus,Presentan estrategia nacional para prevenir violencia durante recorridos de antorchas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,17,0,0,0,0,False
JdxHJkQjM50,🚡 ¿Cómo va avanzando #AeroMetroGT?,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,topic,20901,0,0,0,0,False
JgmCtBQWNL8,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,1165,0,0,0,0,False
JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,673,3,3,4,0,True
Jr1hJ92H_Nc,"#SinMáscaras | GUERRA SUCIA PERO SUCIA EN SERIO LLEGA A TV AZTECA CON AMPARO, CAMIN Y CASTAÑEDA",UCH4M_4Ed6SUidQthmZ60M2g,Manuel Pedrero,News & Politics,topic,62941,0,0,0,0,False
K1IA6oTGws8,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,official_gov,530,0,0,0,0,False
K2qWcueeMOc,#EnvivoDCA | Conferencia de prensa de Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,official_gov,802,0,0,0,0,False
K50uijsHnAM,Informe desde Ciudad de Guatemala: crisis de seguridad tras ataques contra la Policía,UCUdOoVWuWmgo1wByzcsyKDQ,FRANCE 24 Español,News & Politics,topic,135249,0,0,0,0,False
KIO6wIJXYY0,"Se tiene que cambiar el sistema electoral en Guatemala, asegura exfiscal",UC_lEiu6917IJz03TnntWUaQ,CNN en Español,News & Politics,topic,16830,0,0,0,0,False
KWCyMd4dxkY,Recorrido de los 21K BAM de la Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,13077,0,0,0,0,False
KkNQhX_kg8A,🇬🇹HISTORIA de GUATEMALA en 17 minutos🇬🇹 - El Mapa de Sebas,UCVbOEcs6RMxXXX3WWNtl_Fw,El Mapa de Sebas,Education,topic,749356,0,0,0,0,False
LRzZy8xBrjA,Conferencia de prensa ante el incremento de los combustibles.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,official_gov,670,0,0,0,0,False
LeN6wpNIB-4,GUATEMALA RECIBE 135 NICARAGUENESES LIBERADOS POR ORTEGA,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,People & Blogs,topic,28,0,0,0,0,False
LqY_vAsa4PY,“Guatemala: Una historia escrita con corrupción”,UCBQ9OCZNvmC--OH_e-qGGiA,PFNSE MEDIA,News & Politics,topic,2291,0,0,0,0,False
MMECHN8SFNw,"Noticiero en Directo 1 pm, 27 de Agosto de 2026",UCdSVqHGHzyMTXSafUHY-e-w,Noticiero Guatevisión 13 Hrs.,News & Politics,topic,4838,0,0,0,0,False
MRJ9mKnXR9M,Labor de la PMT es honesta aseguran vecinos,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,official_gov,1075,0,0,0,0,False
MdIa2Dtj77I,"Consejos para tu viaje a Guatemala: hospedaje, telefonía, transporte y más! ✈️ 🇬🇹",UCZyaNecz9ugVReNcNfXXurA,Aventuras de una programadora,People & Blogs,topic,134775,0,0,0,0,False
Mh94uXZvCLo,DE LOS BOTS AL RECHAZO: CERIMEDO Y LA “GUERRILLA DE LAS REDES” | CAPÍTULO 3 DE 8,UCBDxkiJk5id4TIOa1FotGUA,La Coma,News & Politics,topic,21,0,0,0,0,False
Mme4XikKnlc,Municipalidad anuncia 111 nuevos autobuses y 17 rutas para mejorar el transporte en la capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,3146,0,0,0,0,False
N1QkRu38BFE,¡YA CAYÓ ALITO MORENO! ALERTA LO DESTITUYEN DIPUTADOS VOTAN PARA SACARLO DEL SENADO! CLAUDIA INFORMA,UC2EbdGoJZwR_WvkmB0i4rMg,Alexis Burelo,News & Politics,topic,15747,0,0,0,0,False
NCvoO61aIfw,Ya casi! Así avanza el Aerómetro que cambiará el transporte en Guatemala,UCkXkEfAaEGxUaIT6TBBkwMw,One Life,Entertainment,topic,26744,0,0,0,0,False
NcIcixCdQH4,PNC garantiza seguridad a turistas que visitan el colcán de Agua,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,official_gov,7681,0,0,0,0,False
Nc_Iy0MriYw,🛑🛑Actualización PROVIAL🛑🛑,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,News & Politics,official_gov,179,0,0,0,0,False
NnKpTEfhWjI,✅ ASÍ es una EXHIBICION DE BUSES EN GUATEMALA,UCDfEVbDrimcKw5lfbps915g,De todo Gt,Travel & Events,topic,424874,0,0,0,0,False
O6gI0ooBM3E,¿Cómo es el tráfico en Guatemala? 56 días perdidos cada año y una emergencia nacional,UC8mJT9xUcwgEM1vaMaruysw,República TV,News & Politics,topic,16786,0,0,0,0,False
OXf_VvvyIDw,Municipalidad de Guatemala 31/08/2026,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,28,0,0,0,0,False
OgOICSTSa7k,¡DÉJAME VIVIR! GUATEMALA INTENSIFICA LA LUCHA CONTRA LA CACERÍA ILEGAL DE FAUNA SILVESTRE,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,topic,6,0,0,0,0,False
OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,topic,14200,25,18,25,13,True
On7jqOm1bpg,🌟Seguimos avanzando🌱,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,official_gov,10,0,0,0,0,False
Oy6sKBhduu4,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",UC_ONTY8RI6b-VqB-dhQ5qBQ,Camarita Castro GT,People & Blogs,topic,84,0,0,0,0,False
Oztw_Hta52I,TRAFICO EN GUATEMALA,UC6ZUGqkstVjgNPvxtb90d8A,CHAPINISIMO,Entertainment,topic,2326,0,0,0,0,False
PMaSDoG0H1U,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,UCMJ_FUWKr7PyXfvY55BdGZg,La Red 1061,News & Politics,topic,60,0,0,0,0,False
Pg1qw0KJI4E,"Surgen detalles de la masacre en Boca del Monte: madre de un bombero e influencer, entre víctimas",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,20503,0,0,0,0,False
PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,3628,25,19,20,4,True
Q-MNTYsZgk4,¿Qué ha pasado con la contaminación del aire?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,45,0,0,0,0,False
Q7j1OUxkn9w,Dañan puerta del área de parqueo del Congreso,UCmoP9Lvc92Bsl4Vu90kv9GQ,InfoGT Noticias,People & Blogs,topic,4725,0,0,0,0,False
Q7nhEeibBK4,Desfile navideño 2024 - @MunicipalidaddeGuatemala-1551,UCbKjY2f2sGaghyrIeqjZvmg,ALIS MOLINA CREA,Entertainment,topic,255,0,0,0,0,False
QUG4etpjgos,Guatemala Habla sobre la seguridad en el país,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,topic,35,0,0,0,0,False
Qc_oHqe4Cjc,QUÉ GUARDAS EN LA CINTURA? 🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,topic,2166,0,0,0,0,False
R-fRv_WoZOE,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,1284,0,0,0,0,False
RIpKKQh26cg,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,topic,29782,0,0,0,0,False
RjG-y7Y2-k4,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,topic,239,0,0,0,0,False
Rk-3ks9mh3o,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,official_gov,21,0,0,0,0,False
ShYWqmOpjFk,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,official_gov,242,0,0,0,0,False
SryjaiL2B4Q,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,official_gov,352,0,0,0,0,False
THY2YBne3QE,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,Comedy,topic,8190449,0,0,0,0,False
TSID63-IC3Y,Operativo Relámpago de -PROVIAL - DGT - DIACO - en 41 Calle Zona 8 de la ciudad Capital.,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,official_gov,332,0,0,0,0,False
TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,1075,4,4,8,0,True
TTijnAoFnzY,Conred reprograma simulacro nacional para el 24 de febrero,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,News & Politics,official_gov,200,0,0,0,0,False
TXlMv6bt25w,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,2294,0,0,0,0,False
TnZGNY1RsJE,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,UCuc8l25EFE17DV8dD64d2AQ,HeX4EveR,People & Blogs,topic,148,0,0,0,0,False
UDFS8gl80h8,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,521,0,0,0,0,False
UTf26hS1UJ8,🚦💙 PROVIAL: Proteger y Servir,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,Education,official_gov,38,0,0,0,0,False
UcvHq8j-J38,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Finanzas Públicas Guatemala,News & Politics,official_gov,222,0,0,0,0,False
UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,1755,1,1,2,0,True
UzeOcBM9cuU,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,127,0,0,0,0,False
VfBrLONPnFM,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,topic,329489,0,0,0,0,False
VgcpKa1h_2Q,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,UC_nkMVSKgO9PeEaZ3LbPodg,21KMuniGuate,Sports,topic,3110,0,0,0,0,False
VuIl4tjeKGQ,La ciudad sigue modernizándose para ti y tu familia.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,39168,0,0,0,0,False
W415t12o3DA,Mujer con crisis nerviosa tras intento de asalto,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,topic,4737,0,0,0,0,False
WIUZtitfLRw,Caminar en una ciudad hecha para carros,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,422,6,6,1,0,True
WQcgx8rs0Qo,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,official_gov,1861,0,0,0,0,False
WXA2Apo79jA,Resumen de atención a Emergencias CIV,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,official_gov,29,0,0,0,0,False
WXgGL9rZUHo,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,topic,190,0,0,0,0,False
XLkVzqqL34Q,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),UCkXkEfAaEGxUaIT6TBBkwMw,One Life,Entertainment,topic,44510,0,0,0,0,False
XVZM15KVXjM,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,267,0,0,0,0,False
X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,1140,1,1,0,0,True
XktDG8dmcd0,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,UCT4Jg8h03dD0iN3Pb5L0PMA,DW Español,News & Politics,topic,5171,0,0,0,0,False
YJohmVLc9QA,How to Get Around Guatemala: Complete Transportation Guide (2026),UCCM52vmXEcGzRlYyjP47PPg,Chris & Grace,Travel & Events,topic,3897,0,0,0,0,False
YLFXK2c60Xc,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,channel,200,0,0,0,0,False
YSsECnqTVik,Suscriben convenios para transferencia de fondos a CAIMUS y entidades especializadas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,15,0,0,0,0,False
ZHJoIah2Owo,Conoce como funciona el Sistema Conred #laprevenciónestareadetodos,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,182,0,0,0,0,False
ZNwStkzWgso,Elección judicial en Guatemala: Astrid Lemus y Luis Bermejo electos para corte de constitucionalidad,UC_lEiu6917IJz03TnntWUaQ,CNN en Español,News & Politics,topic,24636,0,0,0,0,False
ZPBiWdHXg20,Piloto de tráiler accidentado en ruta al Atlántico era un menor y murió en el lugar,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,233632,0,0,0,0,False
ZS74P3DnykA,"Policía Nacional Civil gradúa 3,978 nuevos agentes",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,official_gov,115270,0,0,0,0,False
Z_pWnOi7oRw,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,official_gov,1329,0,0,0,0,False
ZhrDgVZkhg4,FORMACION BRIGADA DE PROVIAL,UCnbd_gs8-e1CQ6izIYtnSig,PROVIAL GUATEMALA,People & Blogs,official_gov,4419,0,0,0,0,False
_1VIxOLyaUQ,Sonido de trafico y ciudad 💤 ruido de calle para dormir bebés y relajarse,UCKZ0c9xQAIokTOf4iPJd5jw,Ambient Sound Explorer,Entertainment,topic,330057,0,0,0,0,False
_3kK0or6QI0,PROVIAL guatemala,UCdd624oESXuVlcGtrzMWEBQ,heto009,News & Politics,official_gov,2054,0,0,0,0,False
_Lcbi4NCHRA,Tercer Informe General de la República,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,topic,305269,0,0,0,0,False
_NSq2q0mzCY,42K y 21K MuniGuate 🏃🏻🏃🏻‍♀️,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,47,0,0,0,0,False
_cUZT7LMKE0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,2708,0,0,0,0,False
a2zgl-1KZwY,#CadenaNacional | Mensaje del Presidente Bernardo Arévalo a la nación,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,official_gov,2334,0,0,0,0,False
a3QGSpNx9Mg,Guatemala ya no aguanta el tráfico... ¿Funcionará el Aerómetro?,UCHBzKtCUFwHuKFGD3bEHexQ,Entre Caminos,Travel & Events,topic,8098,0,0,0,0,False
a6QFfhpY53g,Provial Informa,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,official_gov,49,0,0,0,0,False
aRKgOSxgsF0,@GobiernodeGuatemala,UCX2epzWFbtqhO1Tn2au9NXQ,luis arturo ceberg ulban,People & Blogs,topic,2,0,0,0,0,False
aSbvMYJhmCc,Policía Nacional Civil,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,4346,0,0,0,0,False
a_kAe9IhBbo,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,255,0,0,0,0,False
ahicr7fQREY,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,65,0,0,0,0,False
almmnboHkwM,Se mueve Guate 🚌,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,297,0,0,0,0,False
anFbrgqxdzY,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),UC6Y7Hk0Otm2xeX1WoHOQp6Q,Nostalgia Latina,People & Blogs,topic,222656,0,0,0,0,False
aoz2j4TTl4E,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,topic,8905,0,0,0,0,False
bBz8nX4pMxc,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,Entertainment,official_gov,1115,0,0,0,0,False
bMoENbSBSNs,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,Education,topic,1134,0,0,0,0,False
b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,5469,7,7,1,1,True
bg1KCMaIrRM,"¡Atención, vecinos!",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,1965,0,0,0,0,False
bzosgvntOXU,Municipalidad de Guatemala 05/09/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,160,0,0,0,0,False
cl3Rpw9MstQ,Municipalidad de Guatemala sigue trabajando,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,topic,484,0,0,0,0,False
cpoiRUtF9uU,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,topic,117,0,0,0,0,False
csqia7f3OIE,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,UCzQX0cEQzCZ4ff9-P3gELug,Carlitos Gamboa,People & Blogs,official_gov,509,0,0,0,0,False
d-V_Aw1t6nI,Graduacion de la 57 Promocion de la Policia Nacional Civil de Guatemala.,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,People & Blogs,official_gov,1643,0,0,0,0,False
dJcNu9YYwh4,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,1061,0,0,0,0,False
dLctzx8qCgA,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,UCYaMaLJVbMlLwpPACbxPUuQ,Alan Delmonte,Education,topic,108616,0,0,0,0,False
dWhSTyhegeQ,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,official_gov,341,0,0,0,0,False
dccwBXfxxiI,¡Espacios iluminados y seguros!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,38773,0,0,0,0,False
dsyLiSCrwcU,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,topic,701,0,0,0,0,False
dvy9rQpqLWY,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,959,0,0,0,0,False
dya9nbxqWXE,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,topic,4939,0,0,0,0,False
ebbgBtNrRz8,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,topic,63249,0,0,0,0,False
ewdf3q1tuCA,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,topic,71048,0,0,0,0,False
fBljA_npiMs,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,36,0,0,0,0,False
fenMcON-DjY,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,424,0,0,0,0,False
ffguGnMImL0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,official_gov,848,0,0,0,0,False
g0aCNpZaAZ8,PMT de Guatemala es ejemplo para otros municipios,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,4103,0,0,0,0,False
