autor_a,autor_b,videos_compartidos,nodo_a,nodo_b
@normaleticiaorozcojuarez2418,@elmorodriguez6978,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCL1MT278vSaQ83ZDkVWn1gw
@normaleticiaorozcojuarez2418,@kanterra4584,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCLFdHr9BEbXHkoJopbEPLZw
@normaleticiaorozcojuarez2418,@guillermogonzalez5153,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCLggDc_a5HriXv7I1h02sOA
@normaleticiaorozcojuarez2418,@carlosmedranovelasquez6380,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCN6qbfPSzFtjhqUDZ3Cv3CQ
@normaleticiaorozcojuarez2418,@LE_A22,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCNBnKqWf4d-rS4HwJRQljmQ
@normaleticiaorozcojuarez2418,@vanigomez492,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCNkcuy42zEwddwEcOd_HpnA
@normaleticiaorozcojuarez2418,@welfrealdana5559,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCOLGv5Pf6BF2wFcwUzgcvHg
@normaleticiaorozcojuarez2418,@OscarHernandez-q8y,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCOS8ViEkccrTZx2w2ccxotA
@normaleticiaorozcojuarez2418,@AndresMedina-v1s,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCOh6DaZC_x9HASnlRylEMfw
@normaleticiaorozcojuarez2418,@MegaKristenstewart,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCQ_-LPP8JAbfkc-b1Q6NvWw
@normaleticiaorozcojuarez2418,@oscarnavas9996,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCQgYjVngJRfPHDLGB5X6ZjA
@normaleticiaorozcojuarez2418,@isaiaslopezvelasquez1539,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCQqetiwzzmRNTM5OWuXarGQ
@normaleticiaorozcojuarez2418,@nestormendez6216,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCQtICyzWmhC5woCtbNgaSmg
@normaleticiaorozcojuarez2418,@MacarioMartinezruiz,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCQtSFINs1h6GHkpg9o5kMvg
@normaleticiaorozcojuarez2418,@Joseroland21,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCRETAiYdh2dL5ZxB0_N1zDA
@normaleticiaorozcojuarez2418,@danyraymundo2942,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCRelkU8JiZBytTzebJxaa-w
@normaleticiaorozcojuarez2418,@ronyarana8849,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCRlCV9zSn7avAWh-9_XFWqQ
@normaleticiaorozcojuarez2418,@FranciscoRivera-sf7ne,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCSou6a2OuYGSvPjm5psquyA
@normaleticiaorozcojuarez2418,@JuanChang-r6k,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCTD6q1nyIe3Y7HhqjaMj72w
@normaleticiaorozcojuarez2418,@RobertoZelaya-x1v,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCTP3O0rMnc8z8v8jaDQwL0w
@normaleticiaorozcojuarez2418,@thelmamoran8565,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCThW2XNsAaBKme5PUt7n-Zg
@normaleticiaorozcojuarez2418,@SuperVictor2005,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCTwSut16JyAg3mX6LVUNGqA
@normaleticiaorozcojuarez2418,@edwingeovanymarroquinmarro6684,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCTylKrsqkrBKIqubMu_5N0Q
@normaleticiaorozcojuarez2418,@gorrarota,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCUIIIPTVDVHAXqhC_5V6lPA
@normaleticiaorozcojuarez2418,@BenjaminLarios-jd8nk,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCV0iizTBoOfdAFX_thfI9BA
@normaleticiaorozcojuarez2418,@cesarandreas7824,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCWIZUtKJ636y-4TYrNvok0g
@normaleticiaorozcojuarez2418,@JacintaTzoy,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@normaleticiaorozcojuarez2418,@MrDuenderojo,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCXXh7yg5KUFIWylTiKVEFKQ
@normaleticiaorozcojuarez2418,@Rogergh-nw4oj,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCXgr7vXlRrsaskPdo097kGA
@normaleticiaorozcojuarez2418,@amyherrera7352,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCXr8_5WtGeipe4haOoQDgyQ
@normaleticiaorozcojuarez2418,@belarminavillatoro6474,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@normaleticiaorozcojuarez2418,@beneficioelcaminovillacana8540,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCYwpX26TrCxq8TvbKGRYLXA
@normaleticiaorozcojuarez2418,@belvettzapeta1251,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@normaleticiaorozcojuarez2418,@SoniaMarroquin-y6e,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCZLG9qH0tUjNhEGFIUt0CYw
@normaleticiaorozcojuarez2418,@RolandoRaguay,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCcfdg8crmMJwEuLUsAhV7yg
@normaleticiaorozcojuarez2418,@edgarroldan5539,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@normaleticiaorozcojuarez2418,@fredygarcia9151,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCgvw7xIdGFupzpt1Y_BFkEA
@normaleticiaorozcojuarez2418,@andyB5280,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCh5ESQvtzyHDhCA7XyekCFA
@normaleticiaorozcojuarez2418,@OdilioRodríguez-c5w,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UChZknRmJkeGeQk0-mQuhDOg
@normaleticiaorozcojuarez2418,@carlosaguilar-kz7ml,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UChep9kVb5gQmpodEEl10Xlg
@normaleticiaorozcojuarez2418,@pablochitay46,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@normaleticiaorozcojuarez2418,@byronpontaza,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UChs3tU2BcKOT0CezykvAsGw
@normaleticiaorozcojuarez2418,@davidisraelesquitsaquil,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@normaleticiaorozcojuarez2418,@edwinavila4876,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCiGRBf2RNF0WRKhRVT7zFoA
@normaleticiaorozcojuarez2418,@JavierBecerra-h6x,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCiMythXHsw7eQEMykCdmMUA
@normaleticiaorozcojuarez2418,@OseasSamayoa-ol5rz,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCipetjeiWj4CZB6EbyYziZg
@normaleticiaorozcojuarez2418,@anaaguirre8985,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCj-LL25XJnjxepPKCc3NGog
@normaleticiaorozcojuarez2418,@josehidalgo4875,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@normaleticiaorozcojuarez2418,@mynorrodas8591,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCjmPuazZJzscrwvk0QR9RVw
@normaleticiaorozcojuarez2418,@ARGELIATELON,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCkd9W714-947dEE6ZOEBATA
@normaleticiaorozcojuarez2418,@monkchapin,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCl0ekS9Tt0jJGtOEM18S63w
@normaleticiaorozcojuarez2418,@hectorcarranza3777,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCljDbleJul41G1TzOjOZAVA
@normaleticiaorozcojuarez2418,@marcomendez7509,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCmjppp6ujz3SAnULvP3sZMw
@normaleticiaorozcojuarez2418,@mariorodas593,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCmvOgzmmXbjUthHy-WJ52hQ
@normaleticiaorozcojuarez2418,@CARLOSSTREMS51,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCp4iw5_5SmV9VGTFSNVGOmQ
@normaleticiaorozcojuarez2418,@VidalVillatoro-p4w,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCpIdtvoFHVLGASGB5ySqIEA
@normaleticiaorozcojuarez2418,@SergioGarcia-z9c,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCpl8rF8uv_8uui-QRvuJaRA
@normaleticiaorozcojuarez2418,@romeolopezherrarte799,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCplrIQtaPj6au60_f2-mOYw
@normaleticiaorozcojuarez2418,@inge_vergueta,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCpsKOkt5iWTbenzeuq7dsmQ
@normaleticiaorozcojuarez2418,@domingopeneleu6457,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCr1emrogPKkKTs_WTtx71xg
@normaleticiaorozcojuarez2418,@josecarrera9623,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCrJn_rbo_ENAdeqneS-RmRw
@normaleticiaorozcojuarez2418,@nestorlorenzana1168,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCsJJAvrVGupdmhOqgtDp8dg
@normaleticiaorozcojuarez2418,@IvánPérez-j4j,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCsSXdJct-nsS8DsABoEsaYA
@normaleticiaorozcojuarez2418,@moisesvaldez4043,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCsUCN0Yq_UyTvKjOJLmNrnQ
@normaleticiaorozcojuarez2418,@alvaroesquivel563,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCsjs5Hp_r86x1xbK6FAeqaA
@normaleticiaorozcojuarez2418,@JosueRamirez-ey3ih,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCtNfIBnc5S5DbbQj_yxgJTw
@normaleticiaorozcojuarez2418,@mdelcid01,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCtUR3_CAiE7fCoZHM6cMfyQ
@normaleticiaorozcojuarez2418,@fredydomingo7062,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCueV9cTyTDwgQSec1x2dYgA
@normaleticiaorozcojuarez2418,@victorarturoruanobautista7588,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCujPF2nBgsTD62nWE3lcpIg
@normaleticiaorozcojuarez2418,@yeniferaguirre4498,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCut6b9S98nv84cVX89PmKzA
@normaleticiaorozcojuarez2418,@davidgaher9550,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCvApqeCbLod-wejtT4CcVuA
@normaleticiaorozcojuarez2418,@ricardofigueroa5720,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCwO2SXr0ggzwg6QWWrr01nQ
@normaleticiaorozcojuarez2418,@TeresaLucero-b5o,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCwW2OFy95P7ZBkOPxWkpvYg
@normaleticiaorozcojuarez2418,@mariasamo8637,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCwha8rxULYMVtNwZWeSkE1A
@normaleticiaorozcojuarez2418,@markoherrera,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCxff05WuyvwELNITi7bj7UA
@normaleticiaorozcojuarez2418,@dantesarti4351,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCySYJU5kUh7X8gVt9la2ISA
@normaleticiaorozcojuarez2418,@Jel.Awesh.M,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCylqlpsh8ENNM1LqgQ1KbxA
@normaleticiaorozcojuarez2418,@eusebiovasquez4385,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCz3gu01bmjNv0DpRq-K3XYg
@normaleticiaorozcojuarez2418,@GilmarMaldonado-q9m,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCzSfZlOVxBSs5ObD25ywxDQ
@normaleticiaorozcojuarez2418,@jor77cas,1,author::UC-hfX8J5JPJ-dfuakzegMLA,author::UCzoL2l5H5eVlorWGH8AZfAg
@simoncreyesc7579,@almacatalan2717,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC-pNP6RMFuLg_-x7Ah_0kEA
@simoncreyesc7579,@JoseSimilox-p6e,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC1vr9aaMI2crB0NvwFHUeoQ
@simoncreyesc7579,@alfonsomorales2653,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC2Y_EHWQKevubk4vOEBBFxw
@simoncreyesc7579,@katerynsantiago2907,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC2weSE8rpqkGMOp6StYtVfg
@simoncreyesc7579,@EnnioAroche,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC3E9mAgP7VoAE5mZoAexl5g
@simoncreyesc7579,@isaaclopez7220,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC3MYTqpQqlWBuCB7Th0e0PA
@simoncreyesc7579,@marisosa7832,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC3NMzdMYryaw82kPTnsaljg
@simoncreyesc7579,@marioajset4283,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC3XTwHxygNCgjndsg-UiCQA
@simoncreyesc7579,@VICTOREST19,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC3qn1yJA5PeW9rkGPatQxiw
@simoncreyesc7579,@aluxdel4792,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC4cXueR2bKGFJV0Fk76gwmA
@simoncreyesc7579,@hugoasencio7764,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC4wq3DcbfaG6dtCqn8Oyu3w
@simoncreyesc7579,@ManuelEdran,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC5H8ASmMC9WrURmzeB4ySog
@simoncreyesc7579,@giovannirodas4836,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC5bG9nc_JV3FsNP2KseQiYw
@simoncreyesc7579,@edvinparedesherrera7632,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC650pRT-OYzny3GwOH8Cgfw
@simoncreyesc7579,@johnmejia992,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC6PvO1_k5lHKGdAPo5_C6TA
@simoncreyesc7579,@maxwellsales885,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC6YSZqL0vEcI-niPKIMUGfw
@simoncreyesc7579,@osmanmorales3012,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC72gBAtyb_VXQlYDcFrh6oQ
@simoncreyesc7579,@LuisCastillo-oz4df,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC7VUuJr9cGh845CmTvf7TlQ
@simoncreyesc7579,@carmenr6311,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC8F2V63KZ4ZEay6opX2hAQw
@simoncreyesc7579,@luisparedes-pw6qt,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC8G5cJONY8L9voMyBW8Eoug
@simoncreyesc7579,@cesaraugustomoralesmonroy6907,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC8r11yOugM2NuRfitQOxLLg
@simoncreyesc7579,@ErvinLeonardoCarreraLatín,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC9vMq1YF-e7C-VO0SHkbUTA
@simoncreyesc7579,@MariaaliciaColonmorales,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UC9xr9QvIcDvoZNUX5f-jaZw
@simoncreyesc7579,@oswaldosolis8728,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCA93ym2TXs_Ibyxb4Vcn-6Q
@simoncreyesc7579,@carlossoto3252,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCAlzM_N6xBlMYmM8EBzX86Q
@simoncreyesc7579,@Aura-vf6dm,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCAmtbUiIrUIhikru0ZoTFig
@simoncreyesc7579,@ernestogamboa8737,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCB5p8a5gklc80jJItP6xTHg
@simoncreyesc7579,@OsvaldoAguirre-l3i,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCCaYwkkbQGcvFoUmothVdQQ
@simoncreyesc7579,@lizardomorataya8274,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDIMztpVm7G27qBuiWuT6oQ
@simoncreyesc7579,@hectoroliva949,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDPWkUX3sNNaCx-m1dV4glA
@simoncreyesc7579,@federicosaquimux1933,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDQaQv0hr2SS_PO-CMEwVHg
@simoncreyesc7579,@luisletona2842,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDUffaruH6dyUnUGwsTKpgg
@simoncreyesc7579,@luisgpacheco5858,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDftMWXQoJ6nONfY7GVOVjg
@simoncreyesc7579,@cuabatzjj5924,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCDlr1VadSucIZgZ171pRBjQ
@simoncreyesc7579,@ArielRodas-g5y,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCEgEQmRbtL5fwr9_DqAC--g
@simoncreyesc7579,@dorisl.garciaroche7763,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCErZPJpHmLCsXs8ZWkAUupQ
@simoncreyesc7579,@allanmunoz7410,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCFUuDARXdmmIrLppEqf-rFg
@simoncreyesc7579,@diegoalejandrolopezmendez205,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCFhxtoeARHPnXXPcDrOU3Xg
@simoncreyesc7579,@HaroldoCastillo-rh9iw,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCFjudnPLoaSL1BaRuLahyHg
@simoncreyesc7579,@eddymunoz9789,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCFoIAE8k82D6AV-8gjjKaNg
@simoncreyesc7579,@JuanDavila-qd7qj,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCFxE8GbokBrBsPEKM1xrOjQ
@simoncreyesc7579,@FidelZacarias-ph7dy,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCGzXwyCzMzGmjmCbH3Hg01Q
@simoncreyesc7579,@virgiliogarcia3039,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCHTGCgY2l-DQJIvlA_cpa_Q
@simoncreyesc7579,@fredymendez1786,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCHhHUjaMAZ8SiXdCUCj9DkQ
@simoncreyesc7579,@mireyamorales6595,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCKDR0f2fu2UzWL8mBv5-BHw
@simoncreyesc7579,@raquelprado3643,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCL13XhnRzbGokEkCkEOb0-g
@simoncreyesc7579,@elmorodriguez6978,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCL1MT278vSaQ83ZDkVWn1gw
@simoncreyesc7579,@kanterra4584,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCLFdHr9BEbXHkoJopbEPLZw
@simoncreyesc7579,@guillermogonzalez5153,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCLggDc_a5HriXv7I1h02sOA
@simoncreyesc7579,@carlosmedranovelasquez6380,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCN6qbfPSzFtjhqUDZ3Cv3CQ
@simoncreyesc7579,@LE_A22,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCNBnKqWf4d-rS4HwJRQljmQ
@simoncreyesc7579,@vanigomez492,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCNkcuy42zEwddwEcOd_HpnA
@simoncreyesc7579,@welfrealdana5559,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCOLGv5Pf6BF2wFcwUzgcvHg
@simoncreyesc7579,@OscarHernandez-q8y,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCOS8ViEkccrTZx2w2ccxotA
@simoncreyesc7579,@AndresMedina-v1s,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCOh6DaZC_x9HASnlRylEMfw
@simoncreyesc7579,@MegaKristenstewart,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCQ_-LPP8JAbfkc-b1Q6NvWw
@simoncreyesc7579,@oscarnavas9996,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCQgYjVngJRfPHDLGB5X6ZjA
@simoncreyesc7579,@isaiaslopezvelasquez1539,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCQqetiwzzmRNTM5OWuXarGQ
@simoncreyesc7579,@nestormendez6216,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCQtICyzWmhC5woCtbNgaSmg
@simoncreyesc7579,@MacarioMartinezruiz,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCQtSFINs1h6GHkpg9o5kMvg
@simoncreyesc7579,@Joseroland21,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCRETAiYdh2dL5ZxB0_N1zDA
@simoncreyesc7579,@danyraymundo2942,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCRelkU8JiZBytTzebJxaa-w
@simoncreyesc7579,@ronyarana8849,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCRlCV9zSn7avAWh-9_XFWqQ
@simoncreyesc7579,@FranciscoRivera-sf7ne,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCSou6a2OuYGSvPjm5psquyA
@simoncreyesc7579,@JuanChang-r6k,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCTD6q1nyIe3Y7HhqjaMj72w
@simoncreyesc7579,@RobertoZelaya-x1v,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCTP3O0rMnc8z8v8jaDQwL0w
@simoncreyesc7579,@thelmamoran8565,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCThW2XNsAaBKme5PUt7n-Zg
@simoncreyesc7579,@SuperVictor2005,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCTwSut16JyAg3mX6LVUNGqA
@simoncreyesc7579,@edwingeovanymarroquinmarro6684,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCTylKrsqkrBKIqubMu_5N0Q
@simoncreyesc7579,@gorrarota,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCUIIIPTVDVHAXqhC_5V6lPA
@simoncreyesc7579,@BenjaminLarios-jd8nk,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCV0iizTBoOfdAFX_thfI9BA
@simoncreyesc7579,@cesarandreas7824,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCWIZUtKJ636y-4TYrNvok0g
@simoncreyesc7579,@JacintaTzoy,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCXSkL3ejZ8qWYyF_M7s_QKA
@simoncreyesc7579,@MrDuenderojo,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCXXh7yg5KUFIWylTiKVEFKQ
@simoncreyesc7579,@Rogergh-nw4oj,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCXgr7vXlRrsaskPdo097kGA
@simoncreyesc7579,@amyherrera7352,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCXr8_5WtGeipe4haOoQDgyQ
@simoncreyesc7579,@belarminavillatoro6474,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCYN4wSQ1Sx4_LurxLlW7MPg
@simoncreyesc7579,@beneficioelcaminovillacana8540,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCYwpX26TrCxq8TvbKGRYLXA
@simoncreyesc7579,@belvettzapeta1251,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCZ51R_9Q9C0c8I3pAWhtmjQ
@simoncreyesc7579,@SoniaMarroquin-y6e,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCZLG9qH0tUjNhEGFIUt0CYw
@simoncreyesc7579,@RolandoRaguay,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCcfdg8crmMJwEuLUsAhV7yg
@simoncreyesc7579,@edgarroldan5539,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCfM3nrxtTQMY5jFx1v1J4Gg
@simoncreyesc7579,@fredygarcia9151,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCgvw7xIdGFupzpt1Y_BFkEA
@simoncreyesc7579,@andyB5280,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCh5ESQvtzyHDhCA7XyekCFA
@simoncreyesc7579,@OdilioRodríguez-c5w,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UChZknRmJkeGeQk0-mQuhDOg
@simoncreyesc7579,@carlosaguilar-kz7ml,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UChep9kVb5gQmpodEEl10Xlg
@simoncreyesc7579,@pablochitay46,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UChgkn5Jt5tWKYMoEOuCjz3Q
@simoncreyesc7579,@byronpontaza,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UChs3tU2BcKOT0CezykvAsGw
@simoncreyesc7579,@davidisraelesquitsaquil,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCi1b_TRQfgO1Z9O2gNGGWNA
@simoncreyesc7579,@edwinavila4876,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCiGRBf2RNF0WRKhRVT7zFoA
@simoncreyesc7579,@JavierBecerra-h6x,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCiMythXHsw7eQEMykCdmMUA
@simoncreyesc7579,@OseasSamayoa-ol5rz,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCipetjeiWj4CZB6EbyYziZg
@simoncreyesc7579,@anaaguirre8985,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCj-LL25XJnjxepPKCc3NGog
@simoncreyesc7579,@josehidalgo4875,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCjSKM9j0Q7HLDr1hD6D-TUw
@simoncreyesc7579,@mynorrodas8591,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCjmPuazZJzscrwvk0QR9RVw
@simoncreyesc7579,@ARGELIATELON,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCkd9W714-947dEE6ZOEBATA
@simoncreyesc7579,@monkchapin,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCl0ekS9Tt0jJGtOEM18S63w
@simoncreyesc7579,@hectorcarranza3777,1,author::UC-jS_kA9w-OmpupXDx156Rg,author::UCljDbleJul41G1TzOjOZAVA
