node_id,tipo_nodo,bipartite,etiqueta,id_original,comentarios_publicados,videos_comentados,canales_comentados,likes,respuestas,sent_medio,channel_id,channel_name,category,source_group,view_count,comentarios_recibidos,autores_distintos,tiene_comentarios,observado
author::UCqilIa8r7iek5sGYg_q6ofA,autor,0,@rolandojuchuna484,UCqilIa8r7iek5sGYg_q6ofA,1,1.0,1.0,52.0,1.0,0.84,,,,,,,,,True
author::UCql1n3Ey6ULMSOACjMe-fxQ,autor,0,@RolandoGonzalez-o7g,UCql1n3Ey6ULMSOACjMe-fxQ,1,1.0,1.0,6.0,7.0,-0.96,,,,,,,,,True
author::UCr1emrogPKkKTs_WTtx71xg,autor,0,@domingopeneleu6457,UCr1emrogPKkKTs_WTtx71xg,1,1.0,1.0,0.0,0.0,-0.291,,,,,,,,,True
author::UCrJn_rbo_ENAdeqneS-RmRw,autor,0,@josecarrera9623,UCrJn_rbo_ENAdeqneS-RmRw,2,1.0,1.0,1.0,0.0,-0.949,,,,,,,,,True
author::UCrqXyRsg-_hTosURZ-uvoKg,autor,0,@flornolberto2425,UCrqXyRsg-_hTosURZ-uvoKg,1,1.0,1.0,0.0,0.0,-0.948,,,,,,,,,True
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,autor,0,@sergiohinestroza9709,UCsGoJEvb-cFPZ2rWoJcXzEQ,1,1.0,1.0,10.0,0.0,0.956,,,,,,,,,True
author::UCsJJAvrVGupdmhOqgtDp8dg,autor,0,@nestorlorenzana1168,UCsJJAvrVGupdmhOqgtDp8dg,1,1.0,1.0,1.0,0.0,-0.56,,,,,,,,,True
author::UCsSXdJct-nsS8DsABoEsaYA,autor,0,@IvánPérez-j4j,UCsSXdJct-nsS8DsABoEsaYA,1,1.0,1.0,2.0,1.0,0.022,,,,,,,,,True
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,autor,0,@moisesvaldez4043,UCsUCN0Yq_UyTvKjOJLmNrnQ,2,2.0,2.0,0.0,0.0,-0.846,,,,,,,,,True
author::UCs_5qeqdku9tGAq22y3OcuQ,autor,0,@alexandrevasquez4135,UCs_5qeqdku9tGAq22y3OcuQ,1,1.0,1.0,4.0,0.0,0.971,,,,,,,,,True
author::UCsjs5Hp_r86x1xbK6FAeqaA,autor,0,@alvaroesquivel563,UCsjs5Hp_r86x1xbK6FAeqaA,1,1.0,1.0,2.0,0.0,-0.965,,,,,,,,,True
author::UCtCtts20bW6F9CSohau51Iw,autor,0,@carlosgranados9875,UCtCtts20bW6F9CSohau51Iw,2,1.0,1.0,0.0,0.0,-0.378,,,,,,,,,True
author::UCtMBF_1O2jY2INlb_luuB_A,autor,0,@mynorgudiel8646,UCtMBF_1O2jY2INlb_luuB_A,1,1.0,1.0,15.0,0.0,0.617,,,,,,,,,True
author::UCtNfIBnc5S5DbbQj_yxgJTw,autor,0,@JosueRamirez-ey3ih,UCtNfIBnc5S5DbbQj_yxgJTw,1,1.0,1.0,1.0,0.0,-0.331,,,,,,,,,True
author::UCtNyHmRZtvGF2hSvI2dUBWw,autor,0,@aureliomaldonado4793,UCtNyHmRZtvGF2hSvI2dUBWw,2,1.0,1.0,1.0,0.0,-0.485,,,,,,,,,True
author::UCtUR3_CAiE7fCoZHM6cMfyQ,autor,0,@mdelcid01,UCtUR3_CAiE7fCoZHM6cMfyQ,1,1.0,1.0,10.0,0.0,-0.867,,,,,,,,,True
author::UCtiHFjFu7d5v2XxHnKFUYig,autor,0,@Paul-gf7ec,UCtiHFjFu7d5v2XxHnKFUYig,1,1.0,1.0,0.0,0.0,-0.189,,,,,,,,,True
author::UCtowGNY2lnlg6O2CkwDgkLg,autor,0,@taniagabrielacelis8434,UCtowGNY2lnlg6O2CkwDgkLg,1,1.0,1.0,2.0,0.0,0.958,,,,,,,,,True
author::UCtsxPYw8VUsH_FfnKg-0lmw,autor,0,@AlejandroPérez-b6r,UCtsxPYw8VUsH_FfnKg-0lmw,1,1.0,1.0,2.0,0.0,-0.405,,,,,,,,,True
author::UCu8_3-Wg-YzNyvHYQDEscfw,autor,0,@RolandoCastroPérez-d7y,UCu8_3-Wg-YzNyvHYQDEscfw,1,1.0,1.0,2.0,0.0,-0.919,,,,,,,,,True
author::UCuP4UK33HKtJE_S39ksmaTw,autor,0,@herbertaguilar1387,UCuP4UK33HKtJE_S39ksmaTw,1,1.0,1.0,0.0,0.0,-0.97,,,,,,,,,True
author::UCuXmOjxC-htcprLgeVXz6Tg,autor,0,@jorgeaguilar-bq3uj,UCuXmOjxC-htcprLgeVXz6Tg,1,1.0,1.0,1.0,0.0,-0.805,,,,,,,,,True
author::UCueV9cTyTDwgQSec1x2dYgA,autor,0,@fredydomingo7062,UCueV9cTyTDwgQSec1x2dYgA,1,1.0,1.0,0.0,0.0,-0.669,,,,,,,,,True
author::UCujPF2nBgsTD62nWE3lcpIg,autor,0,@victorarturoruanobautista7588,UCujPF2nBgsTD62nWE3lcpIg,1,1.0,1.0,0.0,0.0,-0.887,,,,,,,,,True
author::UCusjriFsDHEc2AOjqk-p5ig,autor,0,@pablobarrios7931,UCusjriFsDHEc2AOjqk-p5ig,1,1.0,1.0,2.0,0.0,-0.852,,,,,,,,,True
author::UCut6b9S98nv84cVX89PmKzA,autor,0,@yeniferaguirre4498,UCut6b9S98nv84cVX89PmKzA,2,1.0,1.0,1.0,0.0,-0.93,,,,,,,,,True
author::UCvApqeCbLod-wejtT4CcVuA,autor,0,@davidgaher9550,UCvApqeCbLod-wejtT4CcVuA,1,1.0,1.0,15.0,0.0,-0.958,,,,,,,,,True
author::UCvDwJBBY1mHK70aTEYl6rsA,autor,0,@cristianescobedo8296,UCvDwJBBY1mHK70aTEYl6rsA,1,1.0,1.0,1.0,0.0,0.098,,,,,,,,,True
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,autor,0,@hashojea7348,UCvcu1kR8xMYy_I1Ty-2mV2Q,4,3.0,1.0,0.0,0.0,0.46,,,,,,,,,True
author::UCvl1tzQeBeGy6efPTRJXSCw,autor,0,@RaulPerez-cw2vi,UCvl1tzQeBeGy6efPTRJXSCw,1,1.0,1.0,0.0,0.0,-0.959,,,,,,,,,True
author::UCwCfs-2zbD5k0lG-UVg_JBw,autor,0,@JessicaHuaz-96,UCwCfs-2zbD5k0lG-UVg_JBw,1,1.0,1.0,0.0,0.0,0.483,,,,,,,,,True
author::UCwEe1RKlEv1UpNWmWYfSh4w,autor,0,@marioramirez299,UCwEe1RKlEv1UpNWmWYfSh4w,1,1.0,1.0,0.0,0.0,-0.897,,,,,,,,,True
author::UCwO2SXr0ggzwg6QWWrr01nQ,autor,0,@ricardofigueroa5720,UCwO2SXr0ggzwg6QWWrr01nQ,1,1.0,1.0,11.0,0.0,-0.89,,,,,,,,,True
author::UCwUAv3_LpWVtTIi7lkmTL7A,autor,0,@kingr4706,UCwUAv3_LpWVtTIi7lkmTL7A,1,1.0,1.0,16.0,0.0,0.628,,,,,,,,,True
author::UCwW2OFy95P7ZBkOPxWkpvYg,autor,0,@TeresaLucero-b5o,UCwW2OFy95P7ZBkOPxWkpvYg,2,1.0,1.0,2.0,0.0,-0.442,,,,,,,,,True
author::UCwgCc9Jd_gG-uLE_SY-FfPg,autor,0,@armindapenados2841,UCwgCc9Jd_gG-uLE_SY-FfPg,1,1.0,1.0,0.0,0.0,-0.863,,,,,,,,,True
author::UCwha8rxULYMVtNwZWeSkE1A,autor,0,@mariasamo8637,UCwha8rxULYMVtNwZWeSkE1A,1,1.0,1.0,0.0,0.0,-0.851,,,,,,,,,True
author::UCwjUvRseNtJoItylIyIez7Q,autor,0,@Silviazea,UCwjUvRseNtJoItylIyIez7Q,1,1.0,1.0,0.0,0.0,-0.832,,,,,,,,,True
author::UCwxoKK59nGCeBqB2sXfDBIw,autor,0,@vic-bonivideos,UCwxoKK59nGCeBqB2sXfDBIw,1,1.0,1.0,0.0,1.0,-0.958,,,,,,,,,True
author::UCxKR3RA8T-kxMgq_2WWhRcQ,autor,0,@elenaluarca9377,UCxKR3RA8T-kxMgq_2WWhRcQ,1,1.0,1.0,329.0,5.0,0.973,,,,,,,,,True
author::UCxcoDvP-g2_KTZDmVZtvb3w,autor,0,@angelmartinez9523,UCxcoDvP-g2_KTZDmVZtvb3w,1,1.0,1.0,0.0,0.0,-0.93,,,,,,,,,True
author::UCxff05WuyvwELNITi7bj7UA,autor,0,@markoherrera,UCxff05WuyvwELNITi7bj7UA,1,1.0,1.0,3.0,0.0,-0.957,,,,,,,,,True
author::UCxhtlxPV8AYWaNNyU6S9H8Q,autor,0,@WilR-s8r,UCxhtlxPV8AYWaNNyU6S9H8Q,1,1.0,1.0,0.0,0.0,-0.404,,,,,,,,,True
author::UCyJhqmMbsvjpoarBBStA2kg,autor,0,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,6,1.0,1.0,14.0,0.0,-0.314,,,,,,,,,True
author::UCySYJU5kUh7X8gVt9la2ISA,autor,0,@dantesarti4351,UCySYJU5kUh7X8gVt9la2ISA,1,1.0,1.0,0.0,0.0,-0.785,,,,,,,,,True
author::UCyW68EGZey4ao_Vf2cR5Ztg,autor,0,@ZabalaXabier,UCyW68EGZey4ao_Vf2cR5Ztg,1,1.0,1.0,0.0,0.0,-0.95,,,,,,,,,True
author::UCylqlpsh8ENNM1LqgQ1KbxA,autor,0,@Jel.Awesh.M,UCylqlpsh8ENNM1LqgQ1KbxA,3,2.0,1.0,1.0,0.0,-0.673,,,,,,,,,True
author::UCyor0Mmm0ivLX2jIdyGp84Q,autor,0,@MiguelJordan-n3g,UCyor0Mmm0ivLX2jIdyGp84Q,1,1.0,1.0,0.0,0.0,-0.955,,,,,,,,,True
author::UCyzf29IYjNw67gGIfsjgtxA,autor,0,@carlosoliva9249,UCyzf29IYjNw67gGIfsjgtxA,1,1.0,1.0,45.0,0.0,0.793,,,,,,,,,True
author::UCz3gu01bmjNv0DpRq-K3XYg,autor,0,@eusebiovasquez4385,UCz3gu01bmjNv0DpRq-K3XYg,2,1.0,1.0,2.0,0.0,-0.768,,,,,,,,,True
author::UCzSfZlOVxBSs5ObD25ywxDQ,autor,0,@GilmarMaldonado-q9m,UCzSfZlOVxBSs5ObD25ywxDQ,1,1.0,1.0,0.0,0.0,-0.962,,,,,,,,,True
author::UCzZ6dDCEsLMXbc5pCFXIprw,autor,0,@josegil3813,UCzZ6dDCEsLMXbc5pCFXIprw,2,2.0,1.0,0.0,0.0,-0.082,,,,,,,,,True
author::UCzoL2l5H5eVlorWGH8AZfAg,autor,0,@jor77cas,UCzoL2l5H5eVlorWGH8AZfAg,1,1.0,1.0,6.0,0.0,-0.978,,,,,,,,,True
video::-5puKGEqcUc,video,1,INSIVUMEH pronostica incremento de lluvias para el fin de s…,-5puKGEqcUc,,,,,,,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,News & Politics,topic,2357,0.0,0.0,False,False
video::-E7OPOLjMug,video,1,BERNARDO ARÉVALO CALIFICA CAMBIO EN EL MP COMO EL FIN DE UN…,-E7OPOLjMug,,,,,,,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,People & Blogs,topic,4,0.0,0.0,False,False
video::-KDglrIzRKo,video,1,¡HISTÓRICO! Mexico recupera petróleo robado por Guatemala..…,-KDglrIzRKo,,,,,,,UC-DpoeBbCMOMOH1-j71KPqA,México Poder,People & Blogs,topic,29736,0.0,0.0,False,False
video::-O4Pa7qS9WQ,video,1,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, …",-O4Pa7qS9WQ,,,,,,,UCSQM9AVr3rr7_GF8RH5KFGw,Guate Maya Trip,Nonprofits & Activism,topic,383,0.0,0.0,False,False
video::06mFNPU0aB8,video,1,Capturan a presuntos delincuentes disfrazados de mujer seña…,06mFNPU0aB8,,,,,,-0.17652684789417045,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,topic,6692,14.0,13.0,True,True
video::0LTLUY7LBlA,video,1,Qué debes saber ANTES de viajar a GUATEMALA | Dónde cambiar…,0LTLUY7LBlA,,,,,,,UCfMjuFkpFo_QAWtvQqR2EHQ,De viaje con Migue,Travel & Events,topic,6099,0.0,0.0,False,False
video::0a4_g1R1-aA,video,1,Acciones relevantes en el #Resumen24Horas,0a4_g1R1-aA,,,,,,,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,official_gov,15455,0.0,0.0,False,False
video::0b2vfzXdCqs,video,1,Cadena Nacional del presidente Bernardo Arévalo,0b2vfzXdCqs,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,2725,0.0,0.0,False,False
video::0eiVPMexNOo,video,1,CONRED se pronuncia tras sismos en el territorio nacional,0eiVPMexNOo,,,,,,,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,official_gov,1875,0.0,0.0,False,False
video::0iQD8zHxZIg,video,1,SE FILTRO un AUDIO de PANDILLEROS en Guatemala | DISPUTA PO…,0iQD8zHxZIg,,,,,,,UCoVACVT8WitFTc_Ok5yhYlg,Tras la Verdad SV,News & Politics,topic,36701,0.0,0.0,False,False
video::1-hr8eCOt_I,video,1,Este es el impacto ante el incremento del tráfico en la cap…,1-hr8eCOt_I,,,,,,,UCwkVsH8aIOco3U_Fu7-UW5w,AztecaGuate,Entertainment,topic,289,0.0,0.0,False,False
video::1HQLJycvzaQ,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,1HQLJycvzaQ,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,1175,0.0,0.0,False,False
video::1kSG-naIgqk,video,1,PRIMERA SEDE MIGRATORIA REGIONAL EN CHIQUIMULA,1kSG-naIgqk,,,,,,,UCWYeiFUCO0SW6BxZ8aPxVTw,Vicepresidencia Guate,Entertainment,topic,48,0.0,0.0,False,False
video::1w9faaYjhyU,video,1,Fundación de la República de Guatemala 21 marzo 1847,1w9faaYjhyU,,,,,,,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,People & Blogs,topic,31697,0.0,0.0,False,False
video::1y61Kb9uSbg,video,1,Departamento de Tránsito de PNC certifica a 43 PMT en Educa…,1y61Kb9uSbg,,,,,,,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,471,0.0,0.0,False,False
video::1yHN9Ci7pXs,video,1,Municipalidad de Guatemala informa,1yHN9Ci7pXs,,,,,,,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,topic,1617,0.0,0.0,False,False
video::2iqOSL9YguA,video,1,Gabriel García Luna ya está en el MP para asumir como nuevo…,2iqOSL9YguA,,,,,,,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,Entertainment,topic,5181,0.0,0.0,False,False
video::2n31FhKmELI,video,1,TRÁFICO EN GUATEMALA,2n31FhKmELI,,,,,,,UC96TdbkzdlngA9hT1XNzJkw,Fralis Maxiel Martinez,People & Blogs,topic,512,0.0,0.0,False,False
video::2p23yPpu6aQ,video,1,#Conred,2p23yPpu6aQ,,,,,,,UC7PbHMtfWgBFZ_SSZ8iRhQg,Noticias-FA-Gt,People & Blogs,official_gov,164,0.0,0.0,False,False
video::3-jKER3zqcA,video,1,VECINO VRS AGENTES DE LA PMT EN MAZATENANGO,3-jKER3zqcA,,,,,,,UC-YGRGi0FeIA5441bGlHOPw,audioschileros,People & Blogs,official_gov,70811,0.0,0.0,False,False
video::3LAwISMokIg,video,1,MUNICIPALIDAD DE GUATEMALA 17/12/2025,3LAwISMokIg,,,,,,,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,294,0.0,0.0,False,False
video::3Nfp9h5avBI,video,1,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",3Nfp9h5avBI,,,,,,-0.5193295222707093,UCdSVqHGHzyMTXSafUHY-e-w,Noticiero Guatevisión 13 Hrs.,News & Politics,topic,573,2.0,2.0,True,True
video::3P2OUk7aGmc,video,1,Presidente presenta Segundo Informe Presidencial en Sesión …,3P2OUk7aGmc,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,2838,0.0,0.0,False,False
video::3S3KygWSjAQ,video,1,Himno de la Policía Nacional Civil de Guatemala,3S3KygWSjAQ,,,,,,,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,official_gov,53021,0.0,0.0,False,False
video::3bU7I_ZpXUk,video,1,Congreso inicia proceso para nombrar a nuevo Fiscal General…,3bU7I_ZpXUk,,,,,,,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,7465,0.0,0.0,False,False
video::3onMfRym3OU,video,1,PRIMER PUENTE DONDE ARRIBA VA EL TRÁFICO Y ABAJO UN TREN EN…,3onMfRym3OU,,,,,,,UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,topic,4484,0.0,0.0,False,False
video::45xQLtMlPdo,video,1,"PRESIDENTE DE GUATEMALA, BERNARDO ARÉVALO SE REFIERE AL “DÍ…",45xQLtMlPdo,,,,,,,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,People & Blogs,topic,8,0.0,0.0,False,False
video::4DD1nlxWk2s,video,1,Fuertes LLUVIAS en el JABALI; a si luce una Tarde de Tormen…,4DD1nlxWk2s,,,,,,,UCKu8ZkS9vriCetFagAGIMXA,VIVA GUATEMALA,Entertainment,topic,27111,0.0,0.0,False,False
video::4FUed7cIhPU,video,1,El Sistema CONRED y el Gobierno de Guatemala trabajan unido…,4FUed7cIhPU,,,,,,,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,47,0.0,0.0,False,False
video::4H6w9FQAcS8,video,1,"Avances en temas de economía, precios de los combustibles y…",4H6w9FQAcS8,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,official_gov,1489,0.0,0.0,False,False
video::5DRG-WGTq1k,video,1,El Sistema CONRED continúa activo y trabajando de manera co…,5DRG-WGTq1k,,,,,,,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,68,0.0,0.0,False,False
video::5MFnG5B7ric,video,1,Municipalidad de Guatemala 09/07/2025,5MFnG5B7ric,,,,,,,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,107,0.0,0.0,False,False
video::5OhxjDvuYbQ,video,1,"Operativos PMT ""Cero Tolerancia"" para fin de año",5OhxjDvuYbQ,,,,,,,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,official_gov,494,0.0,0.0,False,False
video::5UNxNfcSzG4,video,1,Distinción del Cambio de la Rosa de la Paz a Pedro Castro L…,5UNxNfcSzG4,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,741,0.0,0.0,False,False
video::5Y7fntl6Rc8,video,1,Cómo llegar a TIKAL desde Ciudad de GUATEMALA en autobús o …,5Y7fntl6Rc8,,,,,,,UCfMjuFkpFo_QAWtvQqR2EHQ,De viaje con Migue,Travel & Events,topic,11061,0.0,0.0,False,False
video::5nw9G1vwnYY,video,1,Actriz guatemalteca caracteriza a Consuelo Porras frente al…,5nw9G1vwnYY,,,,,,,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,40327,0.0,0.0,False,False
video::677N9cx_kKE,video,1,Carlos Pineda Seguridad I - Guatemala tiene solución | Ep. 2,677N9cx_kKE,,,,,,,UCInL6HZez6Qn8IHV8Achhxw,Carlos Pineda,People & Blogs,topic,8568,0.0,0.0,False,False
video::6KlI_geqPOI,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,6KlI_geqPOI,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,2301,0.0,0.0,False,False
video::6W4u8sGEnGM,video,1,Inician los trabajos de recuperación del Puente Belice II.,6W4u8sGEnGM,,,,,,-0.1085822963466247,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,11670,45.0,32.0,True,True
video::6Wf0ItQUaDU,video,1,“Queremos generar 60 mil empleos”: Victorino Carranza revel…,6Wf0ItQUaDU,,,,,,,UCoXuxT5_LclvcoCeFoS_iUw,Campus TV,News & Politics,topic,2,0.0,0.0,False,False
video::6y3KQmmg3Oc,video,1,Noticiero El Informativo. Nuestra semana de resultados.,6y3KQmmg3Oc,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,303,0.0,0.0,False,False
video::6z2Psav9Onw,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,6z2Psav9Onw,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,848,0.0,0.0,False,False
video::74F3Mn_NWoE,video,1,"Acto de Graduación de los Cursos de Formación, Ascenso y Es…",74F3Mn_NWoE,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,official_gov,1197,0.0,0.0,False,False
video::7JerBdHtkWA,video,1,Cambio de horarios en Municipalidad de Guatemala,7JerBdHtkWA,,,,,,,UCJcN367ge_Yo1p7b20_KSaA,Canal 3 Guatemala,News & Politics,topic,215,0.0,0.0,False,False
video::7hfUg8Z-W2o,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,7hfUg8Z-W2o,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,2449,0.0,0.0,False,False
video::7kuHyjwuE_o,video,1,Centro Municipal de Emprendimiento - Municipalidad de Guate…,7kuHyjwuE_o,,,,,,,UCBn6Y-Y3kCAQqYXHaMIjEVw,Centro Municipal de Emprendimiento MuniGuate,Entertainment,topic,528,0.0,0.0,False,False
video::7mdtGeIHQnE,video,1,#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debe…,7mdtGeIHQnE,,,,,,,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,official_gov,570,0.0,0.0,False,False
video::8CuQ2_HTaN0,video,1,Conferencia de Prensa del Gobierno de Guatemala.,8CuQ2_HTaN0,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,735,0.0,0.0,False,False
video::8n6momRcC04,video,1,Mantenimiento constante,8n6momRcC04,,,,,,,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,topic,91,0.0,0.0,False,False
video::90oVm0P4_9Q,video,1,"El MINGOB a través del Viceministerio de Seguridad, combate…",90oVm0P4_9Q,,,,,,,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,official_gov,5,0.0,0.0,False,False
video::9BIrwWQUdb8,video,1,"Capturan a ""guardián"" de parqueo utilizado por la mara Salv…",9BIrwWQUdb8,,,,,,,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,official_gov,23972,0.0,0.0,False,False
video::9Jacxvi9umU,video,1,Los responsables de bloquear información en Guatecompras,9Jacxvi9umU,,,,,,,UCDvpZGLyno6g-bi-wwYq4wQ,Somos El Combo,Entertainment,topic,7340,0.0,0.0,False,False
video::9XFVeHiWDTo,video,1,En #LaRondaGT conoce las acciones que impulsamos para moder…,9XFVeHiWDTo,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,official_gov,1516,0.0,0.0,False,False
video::9h7d1iDFaqo,video,1,Vuelve el tráfico lento en la ciudad capital,9h7d1iDFaqo,,,,,,,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,topic,11396,0.0,0.0,False,False
video::9wHujSu-nbQ,video,1,Quorum,9wHujSu-nbQ,,,,,,,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,topic,459,0.0,0.0,False,False
video::AHzfpOL5sgw,video,1,Sistema de gobierno de Guatemala 🇬🇹,AHzfpOL5sgw,,,,,,,UCwlb2TaG9ywiD6uhHWTy-qg,SUM Estudios Jurídicos.,Education,official_gov,2895,0.0,0.0,False,False
video::Aa7hIDCRh3g,video,1,Este BUS me LLEVO a UN PARAISO EN GUATEMALA,Aa7hIDCRh3g,,,,,,,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,topic,504374,0.0,0.0,False,False
video::AakUTlieyH0,video,1,Crisis de seguridad en Guatemala,AakUTlieyH0,,,,,,,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,topic,733,0.0,0.0,False,False
video::Ab0RrbzxyBU,video,1,Municipalidad de Guatemala 17/11/2025,Ab0RrbzxyBU,,,,,,,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,topic,117,0.0,0.0,False,False
video::AlbPEU3rbZs,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,AlbPEU3rbZs,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,870,0.0,0.0,False,False
video::ArljwpsURdY,video,1,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecu…",ArljwpsURdY,,,,,,,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,official_gov,416,0.0,0.0,False,False
video::B60bWqpVUIE,video,1,Así es el transporte público en Ciudad de Guatemala,B60bWqpVUIE,,,,,,,UCBedZZFhxFcMudI8oM5joSQ,PaulinoG,Travel & Events,topic,96794,0.0,0.0,False,False
video::BLc_KXPng9g,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,BLc_KXPng9g,,,,,,,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,topic,720,0.0,0.0,False,False
video::BUNeDEi0yVU,video,1,CIV LICITACIÓN 800 KM 110717,BUNeDEi0yVU,,,,,,,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,official_gov,26,0.0,0.0,False,False
video::BW41jT3t3oI,video,1,Provial,BW41jT3t3oI,,,,,,,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,official_gov,79,0.0,0.0,False,False
video::BbAeamItalk,video,1,ZARAGOZA DA UN PASO HACIA EL FORTALECIMIENTO DEL DEPORTE CO…,BbAeamItalk,,,,,,,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,topic,7,0.0,0.0,False,False
video::Bdn2nxDqQ90,video,1,Video Viral de PMT / GUATEMALA,Bdn2nxDqQ90,,,,,,,UC6XLvudi9BWjAzCR-6KAHiw,carlos del cid,Film & Animation,official_gov,2482,0.0,0.0,False,False
video::Bi34XvRV6AM,video,1,Plan de Evacuación CONRED,Bi34XvRV6AM,,,,,,,UCyGWWWpmAP5AReA_o8bhaRg,MESCOGT,People & Blogs,official_gov,58,0.0,0.0,False,False
video::BnZFUzpEDe4,video,1,Municipalidad de Guatemala se moderniza,BnZFUzpEDe4,,,,,,,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,topic,642,0.0,0.0,False,False
video::Boj5GILjbI0,video,1,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",Boj5GILjbI0,,,,,,,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,official_gov,26,0.0,0.0,False,False
