node_id,tipo_nodo,bipartite,etiqueta,id_original,comentarios_publicados,videos_comentados,canales_comentados,likes,respuestas,sent_medio,channel_id,channel_name,category,source_group,view_count,comentarios_recibidos,autores_distintos,tiene_comentarios,observado
author::UCQgYjVngJRfPHDLGB5X6ZjA,autor,0,@oscarnavas9996,UCQgYjVngJRfPHDLGB5X6ZjA,1,1.0,1.0,0.0,0.0,-0.819,,,,,,,,,True
author::UCQqetiwzzmRNTM5OWuXarGQ,autor,0,@isaiaslopezvelasquez1539,UCQqetiwzzmRNTM5OWuXarGQ,1,1.0,1.0,1.0,0.0,-0.808,,,,,,,,,True
author::UCQqlPPUGqAfWjd-FSh_qn7Q,autor,0,@estuardoargueta137,UCQqlPPUGqAfWjd-FSh_qn7Q,1,1.0,1.0,0.0,0.0,-0.968,,,,,,,,,True
author::UCQtICyzWmhC5woCtbNgaSmg,autor,0,@nestormendez6216,UCQtICyzWmhC5woCtbNgaSmg,2,1.0,1.0,5.0,0.0,-0.642,,,,,,,,,True
author::UCQtSFINs1h6GHkpg9o5kMvg,autor,0,@MacarioMartinezruiz,UCQtSFINs1h6GHkpg9o5kMvg,1,1.0,1.0,12.0,0.0,0.895,,,,,,,,,True
author::UCQyOePccUP-fIJYzchAgZYw,autor,0,@aguilar4254,UCQyOePccUP-fIJYzchAgZYw,1,1.0,1.0,0.0,0.0,-0.933,,,,,,,,,True
author::UCRAquv8el-tQ30bN7MlmySQ,autor,0,@iamjimalesssa,UCRAquv8el-tQ30bN7MlmySQ,1,1.0,1.0,4.0,0.0,-0.969,,,,,,,,,True
author::UCRETAiYdh2dL5ZxB0_N1zDA,autor,0,@Joseroland21,UCRETAiYdh2dL5ZxB0_N1zDA,1,1.0,1.0,0.0,0.0,-0.77,,,,,,,,,True
author::UCRcSR3Lvn9DZAmJpVPANfZQ,autor,0,@WalksandSuch,UCRcSR3Lvn9DZAmJpVPANfZQ,1,1.0,1.0,68.0,0.0,0.964,,,,,,,,,True
author::UCRelkU8JiZBytTzebJxaa-w,autor,0,@danyraymundo2942,UCRelkU8JiZBytTzebJxaa-w,1,1.0,1.0,3.0,0.0,-0.544,,,,,,,,,True
author::UCRfkkatKrNtAARnXMMYBGlA,autor,0,@BernerSoza-mg3vx,UCRfkkatKrNtAARnXMMYBGlA,1,1.0,1.0,0.0,0.0,-0.762,,,,,,,,,True
author::UCRlCV9zSn7avAWh-9_XFWqQ,autor,0,@ronyarana8849,UCRlCV9zSn7avAWh-9_XFWqQ,1,1.0,1.0,1.0,0.0,-0.847,,,,,,,,,True
author::UCRvPToDkkumha7WJAfCDk1A,autor,0,@ligiaguerra3057,UCRvPToDkkumha7WJAfCDk1A,1,1.0,1.0,0.0,0.0,-0.82,,,,,,,,,True
author::UCRznz9-N3Qc1w-qNdLSIY2Q,autor,0,@jimmygomez724,UCRznz9-N3Qc1w-qNdLSIY2Q,1,1.0,1.0,14.0,0.0,0.915,,,,,,,,,True
author::UCSTAUWVc1_82DHYeqOsqEFA,autor,0,@TheAlexX_C,UCSTAUWVc1_82DHYeqOsqEFA,1,1.0,1.0,191.0,2.0,0.941,,,,,,,,,True
author::UCSou6a2OuYGSvPjm5psquyA,autor,0,@FranciscoRivera-sf7ne,UCSou6a2OuYGSvPjm5psquyA,1,1.0,1.0,0.0,0.0,-0.92,,,,,,,,,True
author::UCTD6q1nyIe3Y7HhqjaMj72w,autor,0,@JuanChang-r6k,UCTD6q1nyIe3Y7HhqjaMj72w,1,1.0,1.0,8.0,0.0,-0.799,,,,,,,,,True
author::UCTP3O0rMnc8z8v8jaDQwL0w,autor,0,@RobertoZelaya-x1v,UCTP3O0rMnc8z8v8jaDQwL0w,1,1.0,1.0,1.0,0.0,-0.755,,,,,,,,,True
author::UCTTILH6QCIxbTnEWxwRqs1g,autor,0,@3762Jorge,UCTTILH6QCIxbTnEWxwRqs1g,1,1.0,1.0,0.0,0.0,-0.023,,,,,,,,,True
author::UCThW2XNsAaBKme5PUt7n-Zg,autor,0,@thelmamoran8565,UCThW2XNsAaBKme5PUt7n-Zg,1,1.0,1.0,0.0,0.0,-0.965,,,,,,,,,True
author::UCTwSut16JyAg3mX6LVUNGqA,autor,0,@SuperVictor2005,UCTwSut16JyAg3mX6LVUNGqA,1,1.0,1.0,0.0,0.0,-0.961,,,,,,,,,True
author::UCTylKrsqkrBKIqubMu_5N0Q,autor,0,@edwingeovanymarroquinmarro6684,UCTylKrsqkrBKIqubMu_5N0Q,1,1.0,1.0,1.0,0.0,0.069,,,,,,,,,True
author::UCUIIIPTVDVHAXqhC_5V6lPA,autor,0,@gorrarota,UCUIIIPTVDVHAXqhC_5V6lPA,1,1.0,1.0,0.0,0.0,-0.967,,,,,,,,,True
author::UCUoYsrx1oZnCZ0usbBJn4fA,autor,0,@AnaDiaz-re9sq,UCUoYsrx1oZnCZ0usbBJn4fA,1,1.0,1.0,1.0,0.0,-0.905,,,,,,,,,True
author::UCV0iizTBoOfdAFX_thfI9BA,autor,0,@BenjaminLarios-jd8nk,UCV0iizTBoOfdAFX_thfI9BA,1,1.0,1.0,0.0,0.0,-0.959,,,,,,,,,True
author::UCV0lM03g5fg5pbPj97-sAtA,autor,0,@genarodelgado3929,UCV0lM03g5fg5pbPj97-sAtA,1,1.0,1.0,1.0,0.0,0.788,,,,,,,,,True
author::UCV3fr-YOixFKCZBbJP1-X4w,autor,0,@albertoshernandez5251,UCV3fr-YOixFKCZBbJP1-X4w,5,1.0,1.0,17.0,0.0,0.389,,,,,,,,,True
author::UCVC2QugcI1G4RvlCiUqd1aQ,autor,0,@rwdm76,UCVC2QugcI1G4RvlCiUqd1aQ,2,1.0,1.0,0.0,0.0,0.115,,,,,,,,,True
author::UCVQf0tzL7xRzFJsABVVULpg,autor,0,@DennisseLopetegi,UCVQf0tzL7xRzFJsABVVULpg,1,1.0,1.0,0.0,0.0,-0.958,,,,,,,,,True
author::UCVdjCrh4tQoX3haNAZv-n5A,autor,0,@aurahernandez5646,UCVdjCrh4tQoX3haNAZv-n5A,1,1.0,1.0,3.0,1.0,0.947,,,,,,,,,True
author::UCVhif9eV0f8plICen2DnpKA,autor,0,@blogarteplus,UCVhif9eV0f8plICen2DnpKA,1,1.0,1.0,0.0,0.0,0.3,,,,,,,,,True
author::UCW-JC6lebVmf2P1dmY_L94g,autor,0,@dinoraoroxon5771,UCW-JC6lebVmf2P1dmY_L94g,1,1.0,1.0,0.0,0.0,0.881,,,,,,,,,True
author::UCW80DaMjQlEUibC98Cot-Dg,autor,0,@rogeraldana4289,UCW80DaMjQlEUibC98Cot-Dg,1,1.0,1.0,0.0,0.0,-0.977,,,,,,,,,True
author::UCWIZUtKJ636y-4TYrNvok0g,autor,0,@cesarandreas7824,UCWIZUtKJ636y-4TYrNvok0g,1,1.0,1.0,5.0,0.0,-0.88,,,,,,,,,True
author::UCWWkebAekppaL5b5CNlppuw,autor,0,@ninettmartinez425,UCWWkebAekppaL5b5CNlppuw,1,1.0,1.0,3.0,0.0,0.47,,,,,,,,,True
author::UCWaRixDdpgllTBf4V0jPnKQ,autor,0,@hectormaaz5523,UCWaRixDdpgllTBf4V0jPnKQ,2,1.0,1.0,0.0,0.0,-0.88,,,,,,,,,True
author::UCWoAVGVqCn4xtINCMOTM4jg,autor,0,@OmarMartinez-vv8re,UCWoAVGVqCn4xtINCMOTM4jg,1,1.0,1.0,0.0,0.0,-0.979,,,,,,,,,True
author::UCWvntqPQx99k_Z_skWKqNSA,autor,0,@AntonioChiyal-x5s,UCWvntqPQx99k_Z_skWKqNSA,1,1.0,1.0,2.0,1.0,0.137,,,,,,,,,True
author::UCXN2s7DwTJm33xO-pNkAdaA,autor,0,@edithsan7688,UCXN2s7DwTJm33xO-pNkAdaA,1,1.0,1.0,0.0,0.0,0.41,,,,,,,,,True
author::UCXO1BBohNWXkK9SBDAG2ySg,autor,0,@JBFlute92,UCXO1BBohNWXkK9SBDAG2ySg,1,1.0,1.0,0.0,0.0,0.944,,,,,,,,,True
author::UCXSkL3ejZ8qWYyF_M7s_QKA,autor,0,@JacintaTzoy,UCXSkL3ejZ8qWYyF_M7s_QKA,1,1.0,1.0,0.0,0.0,-0.966,,,,,,,,,True
author::UCXVLc8CmAO813ubM-fLvCDw,autor,0,@herminiasaquimux7565,UCXVLc8CmAO813ubM-fLvCDw,1,1.0,1.0,7.0,0.0,-0.956,,,,,,,,,True
author::UCXXh7yg5KUFIWylTiKVEFKQ,autor,0,@MrDuenderojo,UCXXh7yg5KUFIWylTiKVEFKQ,2,1.0,1.0,2.0,0.0,-0.753,,,,,,,,,True
author::UCXgr7vXlRrsaskPdo097kGA,autor,0,@Rogergh-nw4oj,UCXgr7vXlRrsaskPdo097kGA,1,1.0,1.0,0.0,0.0,-0.627,,,,,,,,,True
author::UCXl30Y_upRqbti52fmjK4YA,autor,0,@capitanfrans,UCXl30Y_upRqbti52fmjK4YA,1,1.0,1.0,0.0,0.0,0.567,,,,,,,,,True
author::UCXmrpc6Li0spcKxtS0Q_ptg,autor,0,@melvinperez6710,UCXmrpc6Li0spcKxtS0Q_ptg,1,1.0,1.0,10.0,0.0,0.847,,,,,,,,,True
author::UCXr8_5WtGeipe4haOoQDgyQ,autor,0,@amyherrera7352,UCXr8_5WtGeipe4haOoQDgyQ,1,1.0,1.0,0.0,0.0,-0.965,,,,,,,,,True
author::UCY7Hq7F9Lnucf-Yr6JkHZNw,autor,0,@maynorcalel1442,UCY7Hq7F9Lnucf-Yr6JkHZNw,1,1.0,1.0,79.0,0.0,0.028,,,,,,,,,True
author::UCYN4wSQ1Sx4_LurxLlW7MPg,autor,0,@belarminavillatoro6474,UCYN4wSQ1Sx4_LurxLlW7MPg,1,1.0,1.0,0.0,0.0,-0.951,,,,,,,,,True
author::UCYwpX26TrCxq8TvbKGRYLXA,autor,0,@beneficioelcaminovillacana8540,UCYwpX26TrCxq8TvbKGRYLXA,1,1.0,1.0,3.0,0.0,-0.844,,,,,,,,,True
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,0,@belvettzapeta1251,UCZ51R_9Q9C0c8I3pAWhtmjQ,1,1.0,1.0,8.0,0.0,0.971,,,,,,,,,True
author::UCZFQwqh90apuL8eFhvRBkUg,autor,0,@luisricardo9671,UCZFQwqh90apuL8eFhvRBkUg,1,1.0,1.0,9.0,0.0,-0.949,,,,,,,,,True
author::UCZIQnb1fkwe39Iw2TAu-bGA,autor,0,@jorgegomez2237,UCZIQnb1fkwe39Iw2TAu-bGA,1,1.0,1.0,1.0,0.0,-0.913,,,,,,,,,True
author::UCZLG9qH0tUjNhEGFIUt0CYw,autor,0,@SoniaMarroquin-y6e,UCZLG9qH0tUjNhEGFIUt0CYw,1,1.0,1.0,1.0,0.0,-0.234,,,,,,,,,True
author::UCZOmq6MwFDVoCaEl99BRRaw,autor,0,@daniloarevalo3170,UCZOmq6MwFDVoCaEl99BRRaw,1,1.0,1.0,0.0,0.0,-0.909,,,,,,,,,True
author::UCZeIIQrGAedW8tCbKWmGY-A,autor,0,@mariocordon8873,UCZeIIQrGAedW8tCbKWmGY-A,1,1.0,1.0,9.0,0.0,-0.935,,,,,,,,,True
author::UCZjm6U576nX8WOiLhmMR3bw,autor,0,@MariaNavarroYT,UCZjm6U576nX8WOiLhmMR3bw,1,1.0,1.0,3.0,1.0,-0.748,,,,,,,,,True
author::UC_3xuTXvMIWU5MYP9HkJ3vQ,autor,0,@Historia-wm4os,UC_3xuTXvMIWU5MYP9HkJ3vQ,1,1.0,1.0,4.0,0.0,0.961,,,,,,,,,True
author::UC_6KbBY1bsYXz9fwFS0eQRg,autor,0,@imrcp5694,UC_6KbBY1bsYXz9fwFS0eQRg,1,1.0,1.0,0.0,0.0,0.946,,,,,,,,,True
author::UC_LYoGs5C3mbZKZuKuqYCvw,autor,0,@javiercifuentesarchila6041,UC_LYoGs5C3mbZKZuKuqYCvw,1,1.0,1.0,7.0,0.0,0.693,,,,,,,,,True
author::UC_NRVt2UP88ZNTwzrZ66JSg,autor,0,@aditalissethevasquezrojas8039,UC_NRVt2UP88ZNTwzrZ66JSg,1,1.0,1.0,2.0,0.0,0.972,,,,,,,,,True
author::UC_ljZ1hZXR9pzexFz87P5ZA,autor,0,@ChRiStOpHeR7969,UC_ljZ1hZXR9pzexFz87P5ZA,1,1.0,1.0,0.0,0.0,-0.782,,,,,,,,,True
author::UCa36MjQLoPAmgJo-R3G8WQA,autor,0,@elsasalguero6914,UCa36MjQLoPAmgJo-R3G8WQA,1,1.0,1.0,3.0,0.0,0.785,,,,,,,,,True
author::UCaKAjTW9MVub_clgr4DRYjQ,autor,0,@josecastillo4390,UCaKAjTW9MVub_clgr4DRYjQ,1,1.0,1.0,6.0,0.0,0.737,,,,,,,,,True
author::UCaT4saRcyqCLE657Rq2hhZQ,autor,0,@elmilenial4064,UCaT4saRcyqCLE657Rq2hhZQ,1,1.0,1.0,0.0,0.0,0.561,,,,,,,,,True
author::UCaT6M2zp7X6r6Whd8Vv3kHQ,autor,0,@alexarcos8349,UCaT6M2zp7X6r6Whd8Vv3kHQ,1,1.0,1.0,1.0,0.0,0.851,,,,,,,,,True
author::UCat2qkYvqmtDNEmo2PVuhXw,autor,0,@DoraSalas-j5o,UCat2qkYvqmtDNEmo2PVuhXw,1,1.0,1.0,1.0,0.0,-0.426,,,,,,,,,True
author::UCbNanjFI51cwGqMAb2rOrBw,autor,0,@RosaMontesdeOca777,UCbNanjFI51cwGqMAb2rOrBw,1,1.0,1.0,0.0,0.0,0.761,,,,,,,,,True
author::UCbYoNG5J3Au5BqtbXogfEFw,autor,0,@Luis-gn3fj,UCbYoNG5J3Au5BqtbXogfEFw,1,1.0,1.0,1.0,0.0,-0.175,,,,,,,,,True
author::UCbrtvygfRT6QXqWDNrOf-cA,autor,0,@Alejandro00710,UCbrtvygfRT6QXqWDNrOf-cA,2,2.0,1.0,0.0,0.0,-0.98,,,,,,,,,True
author::UCcFIBN-rtC3d3hXeuN5TfWw,autor,0,@DenisRMC,UCcFIBN-rtC3d3hXeuN5TfWw,1,1.0,1.0,0.0,0.0,-0.943,,,,,,,,,True
author::UCc_F88PzGWtA1OPNUEASulA,autor,0,@rockyscarlet,UCc_F88PzGWtA1OPNUEASulA,1,1.0,1.0,0.0,0.0,-0.926,,,,,,,,,True
author::UCcfdg8crmMJwEuLUsAhV7yg,autor,0,@RolandoRaguay,UCcfdg8crmMJwEuLUsAhV7yg,1,1.0,1.0,1.0,0.0,-0.873,,,,,,,,,True
author::UCdFlugHJJa4l3YqWuNRmvXw,autor,0,@MarcosCarillo-b1r,UCdFlugHJJa4l3YqWuNRmvXw,2,2.0,2.0,0.0,1.0,-0.828,,,,,,,,,True
author::UCdQAuWwyC99MB7Y02Umj26Q,autor,0,@miguelbran1268,UCdQAuWwyC99MB7Y02Umj26Q,1,1.0,1.0,0.0,0.0,-0.8,,,,,,,,,True
author::UCe8JZoYkX5oKUZyivHYdXhw,autor,0,@FernandoGarcia-jg1fj,UCe8JZoYkX5oKUZyivHYdXhw,1,1.0,1.0,0.0,0.0,-0.947,,,,,,,,,True
author::UCeDNEtI8_a42bZ47wJiJMwQ,autor,0,@EdgarcalderonCalderong,UCeDNEtI8_a42bZ47wJiJMwQ,1,1.0,1.0,0.0,0.0,-0.35,,,,,,,,,True
author::UCeQk-WfEA-cJRq4EKeE7TOw,autor,0,@franciscojuarez9223,UCeQk-WfEA-cJRq4EKeE7TOw,1,1.0,1.0,0.0,0.0,-0.967,,,,,,,,,True
author::UCefAH1MbvADWUjE9WVcB9EQ,autor,0,@jabriz8152,UCefAH1MbvADWUjE9WVcB9EQ,1,1.0,1.0,0.0,0.0,-0.977,,,,,,,,,True
author::UCf5lnNZF7Qrtli9v4N_23WQ,autor,0,@CarlosCortez-v5r,UCf5lnNZF7Qrtli9v4N_23WQ,1,1.0,1.0,0.0,0.0,-0.538,,,,,,,,,True
author::UCfM3nrxtTQMY5jFx1v1J4Gg,autor,0,@edgarroldan5539,UCfM3nrxtTQMY5jFx1v1J4Gg,1,1.0,1.0,0.0,0.0,-0.859,,,,,,,,,True
author::UCfRqgt2O-vjzUDMZY_tnxQw,autor,0,@Williams-Garcia67E,UCfRqgt2O-vjzUDMZY_tnxQw,1,1.0,1.0,0.0,0.0,-0.713,,,,,,,,,True
author::UCfXykdbSU97rj987LDUGfvg,autor,0,@MariaSantos-c8y3h,UCfXykdbSU97rj987LDUGfvg,1,1.0,1.0,1.0,0.0,-0.918,,,,,,,,,True
author::UCfjhejO7LZy4doXURa7LZCQ,autor,0,@HonwayLee-z5g,UCfjhejO7LZy4doXURa7LZCQ,1,1.0,1.0,0.0,0.0,-0.108,,,,,,,,,True
author::UCfo_yUPzy1f1POwwZxhZ06Q,autor,0,@lara11roberto,UCfo_yUPzy1f1POwwZxhZ06Q,1,1.0,1.0,1.0,0.0,-0.602,,,,,,,,,True
author::UCg3eIfd7BrsLEqS0BLkftHA,autor,0,@ErmePérez-q4s,UCg3eIfd7BrsLEqS0BLkftHA,3,1.0,1.0,0.0,0.0,-0.658,,,,,,,,,True
author::UCgGqw4aqMdMVSGkKiMgrJRQ,autor,0,@pattyfigueroa5609,UCgGqw4aqMdMVSGkKiMgrJRQ,1,1.0,1.0,0.0,0.0,0.871,,,,,,,,,True
author::UCgJNFj5dnxXpcMvmuhZDPxA,autor,0,@NataliaRodriguez-rx5mr,UCgJNFj5dnxXpcMvmuhZDPxA,1,1.0,1.0,1.0,0.0,0.905,,,,,,,,,True
author::UCgLrWFdYitoP-b7-PxtUr-w,autor,0,@zetag,UCgLrWFdYitoP-b7-PxtUr-w,1,1.0,1.0,405.0,3.0,0.073,,,,,,,,,True
author::UCgLurCo-e019HGODcjXHWCw,autor,0,@perritojuega1,UCgLurCo-e019HGODcjXHWCw,1,1.0,1.0,2.0,0.0,0.007,,,,,,,,,True
author::UCgQJgI9vu1FI2dnC9mrFthw,autor,0,@srms70,UCgQJgI9vu1FI2dnC9mrFthw,1,1.0,1.0,2.0,0.0,-0.879,,,,,,,,,True
author::UCgQw_Sbq3ugruDUKsq1e0-A,autor,0,@marlenareano-h4t,UCgQw_Sbq3ugruDUKsq1e0-A,1,1.0,1.0,0.0,0.0,-0.975,,,,,,,,,True
author::UCgvw7xIdGFupzpt1Y_BFkEA,autor,0,@fredygarcia9151,UCgvw7xIdGFupzpt1Y_BFkEA,1,1.0,1.0,1.0,0.0,0.595,,,,,,,,,True
author::UCh5ESQvtzyHDhCA7XyekCFA,autor,0,@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,3,1.0,1.0,4.0,0.0,-0.865,,,,,,,,,True
author::UChT7pzGytNd92Nmvi-zuWog,autor,0,@sparkvalkov,UChT7pzGytNd92Nmvi-zuWog,1,1.0,1.0,1.0,0.0,0.239,,,,,,,,,True
author::UChZknRmJkeGeQk0-mQuhDOg,autor,0,@OdilioRodríguez-c5w,UChZknRmJkeGeQk0-mQuhDOg,1,1.0,1.0,1.0,0.0,-0.928,,,,,,,,,True
author::UCheEJ5GZuIvV0fj-nXyVwXw,autor,0,@rosaoliva9389,UCheEJ5GZuIvV0fj-nXyVwXw,1,1.0,1.0,0.0,0.0,0.136,,,,,,,,,True
author::UChep9kVb5gQmpodEEl10Xlg,autor,0,@carlosaguilar-kz7ml,UChep9kVb5gQmpodEEl10Xlg,1,1.0,1.0,0.0,0.0,-0.945,,,,,,,,,True
author::UChgkn5Jt5tWKYMoEOuCjz3Q,autor,0,@pablochitay46,UChgkn5Jt5tWKYMoEOuCjz3Q,1,1.0,1.0,2.0,0.0,0.767,,,,,,,,,True
author::UChs3tU2BcKOT0CezykvAsGw,autor,0,@byronpontaza,UChs3tU2BcKOT0CezykvAsGw,3,1.0,1.0,4.0,0.0,-0.401,,,,,,,,,True
author::UChyps3dqY-VY1_wLeq-2lhw,autor,0,@maydamorales4395,UChyps3dqY-VY1_wLeq-2lhw,1,1.0,1.0,14.0,1.0,0.217,,,,,,,,,True
author::UCi-vPdnpQreC7BkFs40mJGA,autor,0,@bryansicasales4280,UCi-vPdnpQreC7BkFs40mJGA,1,1.0,1.0,35.0,0.0,0.976,,,,,,,,,True
author::UCi1b_TRQfgO1Z9O2gNGGWNA,autor,0,@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,2,1.0,1.0,0.0,0.0,-0.791,,,,,,,,,True
author::UCi2KiZq63sRq8Mfbcp-MelQ,autor,0,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,6,1.0,1.0,1.0,0.0,-0.481,,,,,,,,,True
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,autor,0,@pedroros6358,UCiC-Jn7wdgyQV4_Urk0DkWQ,1,1.0,1.0,1.0,0.0,-0.077,,,,,,,,,True
author::UCiGRBf2RNF0WRKhRVT7zFoA,autor,0,@edwinavila4876,UCiGRBf2RNF0WRKhRVT7zFoA,1,1.0,1.0,0.0,0.0,-0.954,,,,,,,,,True
author::UCiMythXHsw7eQEMykCdmMUA,autor,0,@JavierBecerra-h6x,UCiMythXHsw7eQEMykCdmMUA,1,1.0,1.0,2.0,0.0,0.31,,,,,,,,,True
author::UCiOZX__1gahg1ypIj0_XG_w,autor,0,@mariogonzalezorellana8956,UCiOZX__1gahg1ypIj0_XG_w,1,1.0,1.0,1.0,0.0,0.081,,,,,,,,,True
author::UCipetjeiWj4CZB6EbyYziZg,autor,0,@OseasSamayoa-ol5rz,UCipetjeiWj4CZB6EbyYziZg,1,1.0,1.0,0.0,0.0,-0.971,,,,,,,,,True
author::UCj-LL25XJnjxepPKCc3NGog,autor,0,@anaaguirre8985,UCj-LL25XJnjxepPKCc3NGog,1,1.0,1.0,1.0,0.0,-0.039,,,,,,,,,True
author::UCjJf-AJKRFFWtiN-CSwkDmA,autor,0,@2jose82,UCjJf-AJKRFFWtiN-CSwkDmA,1,1.0,1.0,0.0,0.0,-0.872,,,,,,,,,True
author::UCjSKM9j0Q7HLDr1hD6D-TUw,autor,0,@josehidalgo4875,UCjSKM9j0Q7HLDr1hD6D-TUw,1,1.0,1.0,2.0,0.0,-0.947,,,,,,,,,True
author::UCjZgFEowMBrsjodqfovzdKw,autor,0,@franciscoflores3120,UCjZgFEowMBrsjodqfovzdKw,2,2.0,2.0,0.0,0.0,0.099,,,,,,,,,True
author::UCjmPuazZJzscrwvk0QR9RVw,autor,0,@mynorrodas8591,UCjmPuazZJzscrwvk0QR9RVw,1,1.0,1.0,2.0,0.0,-0.971,,,,,,,,,True
author::UCk4O-J1BhoqPmig1KLGJePA,autor,0,@lazarobarillas3575,UCk4O-J1BhoqPmig1KLGJePA,1,1.0,1.0,0.0,0.0,-0.545,,,,,,,,,True
author::UCkVtmkK07b2zaVVNssX4lOg,autor,0,@HectorElias-u2l,UCkVtmkK07b2zaVVNssX4lOg,1,1.0,1.0,0.0,0.0,-0.965,,,,,,,,,True
author::UCkbsS_3D-pvg1iHOld9uvIg,autor,0,@gonzalo6075,UCkbsS_3D-pvg1iHOld9uvIg,1,1.0,1.0,0.0,0.0,-0.671,,,,,,,,,True
author::UCkd9W714-947dEE6ZOEBATA,autor,0,@ARGELIATELON,UCkd9W714-947dEE6ZOEBATA,2,1.0,1.0,3.0,0.0,-0.933,,,,,,,,,True
author::UCkxdJ_yGN2gghOMo2ybQtXQ,autor,0,@11223344An,UCkxdJ_yGN2gghOMo2ybQtXQ,1,1.0,1.0,1.0,0.0,-0.904,,,,,,,,,True
author::UCl0ekS9Tt0jJGtOEM18S63w,autor,0,@monkchapin,UCl0ekS9Tt0jJGtOEM18S63w,1,1.0,1.0,0.0,0.0,-0.013,,,,,,,,,True
author::UCld2stqxaVSk0QdGncM224A,autor,0,@sarahernandez3873,UCld2stqxaVSk0QdGncM224A,1,1.0,1.0,4.0,0.0,0.965,,,,,,,,,True
author::UClhMWQ7XKWywYvbRnuf8QsA,autor,0,@EcPerez-zz9oh,UClhMWQ7XKWywYvbRnuf8QsA,1,1.0,1.0,0.0,0.0,-0.172,,,,,,,,,True
author::UCljDbleJul41G1TzOjOZAVA,autor,0,@hectorcarranza3777,UCljDbleJul41G1TzOjOZAVA,1,1.0,1.0,1.0,0.0,-0.964,,,,,,,,,True
author::UClqA491Xa5fQcXcJJa-vTWw,autor,0,@AndresLemus-k2d,UClqA491Xa5fQcXcJJa-vTWw,1,1.0,1.0,0.0,0.0,-0.956,,,,,,,,,True
author::UClsrFGJKWPxxw7MiaEdKLXw,autor,0,@ericapaz5406,UClsrFGJKWPxxw7MiaEdKLXw,1,1.0,1.0,3.0,2.0,-0.885,,,,,,,,,True
author::UCmjppp6ujz3SAnULvP3sZMw,autor,0,@marcomendez7509,UCmjppp6ujz3SAnULvP3sZMw,1,1.0,1.0,0.0,0.0,-0.929,,,,,,,,,True
author::UCmvOgzmmXbjUthHy-WJ52hQ,autor,0,@mariorodas593,UCmvOgzmmXbjUthHy-WJ52hQ,1,1.0,1.0,1.0,0.0,-0.778,,,,,,,,,True
author::UCnU8wO1OurAmGstDw6VGjgQ,autor,0,@cmorera21,UCnU8wO1OurAmGstDw6VGjgQ,1,1.0,1.0,0.0,0.0,0.324,,,,,,,,,True
author::UCoGdCoJg2Lh0OX_jv6cG16g,autor,0,@Israel-u5i7i,UCoGdCoJg2Lh0OX_jv6cG16g,2,1.0,1.0,2.0,0.0,0.252,,,,,,,,,True
author::UColMq7LmaoY3MT6aIDGrGvA,autor,0,@quijotachapina1,UColMq7LmaoY3MT6aIDGrGvA,1,1.0,1.0,0.0,0.0,-0.965,,,,,,,,,True
author::UCozFYHN0e_-vlQbX3wQGOug,autor,0,@jesusguzman2321,UCozFYHN0e_-vlQbX3wQGOug,1,1.0,1.0,5.0,2.0,-0.955,,,,,,,,,True
author::UCp29O_C7cchZV8IxV7Crdag,autor,0,@robertoescobar5507,UCp29O_C7cchZV8IxV7Crdag,2,1.0,1.0,0.0,0.0,0.368,,,,,,,,,True
author::UCp4iw5_5SmV9VGTFSNVGOmQ,autor,0,@CARLOSSTREMS51,UCp4iw5_5SmV9VGTFSNVGOmQ,1,1.0,1.0,0.0,0.0,-0.825,,,,,,,,,True
author::UCpIdtvoFHVLGASGB5ySqIEA,autor,0,@VidalVillatoro-p4w,UCpIdtvoFHVLGASGB5ySqIEA,1,1.0,1.0,1.0,0.0,-0.969,,,,,,,,,True
author::UCp_dAUfv8i3LW3zWc24dLaQ,autor,0,@MarioCortez-o6v,UCp_dAUfv8i3LW3zWc24dLaQ,1,1.0,1.0,1.0,0.0,-0.383,,,,,,,,,True
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,0,@carloslam5333,UCpe5jW3MIqkgTJ-PgkzvM6Q,1,1.0,1.0,1.0,0.0,-0.684,,,,,,,,,True
author::UCpl8rF8uv_8uui-QRvuJaRA,autor,0,@SergioGarcia-z9c,UCpl8rF8uv_8uui-QRvuJaRA,1,1.0,1.0,0.0,0.0,0.911,,,,,,,,,True
author::UCplrIQtaPj6au60_f2-mOYw,autor,0,@romeolopezherrarte799,UCplrIQtaPj6au60_f2-mOYw,1,1.0,1.0,0.0,0.0,-0.833,,,,,,,,,True
author::UCpsKOkt5iWTbenzeuq7dsmQ,autor,0,@inge_vergueta,UCpsKOkt5iWTbenzeuq7dsmQ,3,3.0,1.0,4.0,0.0,-0.048,,,,,,,,,True
author::UCq3mDTTRZnUybct5M9OSXbg,autor,0,@MacoMorales-i2i2d,UCq3mDTTRZnUybct5M9OSXbg,1,1.0,1.0,1.0,0.0,-0.33,,,,,,,,,True
author::UCqCrvuoJpC-aVb0f4logQRQ,autor,0,@Lyrics_GT,UCqCrvuoJpC-aVb0f4logQRQ,1,1.0,1.0,0.0,0.0,-0.832,,,,,,,,,True
