node_id,tipo_nodo,etiqueta,comunidad,componente,grado,fuerza,grado_bipartito,intermediacion,cercania,pagerank,vector_propio,channel_name,category,view_count,comentarios_recibidos,sent_medio
author::UCOcUI5XkTYNMSFhZNMIPpGg,autor,@hendersonlopez3864,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.973
author::UCAKuKvcbfnBD3kF5njNu-IA,autor,@melvinlopez7096,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.899
author::UCDrmf9y9nLgFY5wnA2hTuGA,autor,@laboratorio5528,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.368
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,autor,@sergiohinestroza9709,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.956
author::UCu8_3-Wg-YzNyvHYQDEscfw,autor,@RolandoCastroPérez-d7y,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.919
author::UC6Uj1FT5JjDSF8vudvDxPAA,autor,@alfredoortega9264,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.638
author::UCwjUvRseNtJoItylIyIez7Q,autor,@Silviazea,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.832
author::UCQqlPPUGqAfWjd-FSh_qn7Q,autor,@estuardoargueta137,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.968
author::UCNpt5CQlTzNjlAKY6CJtClQ,autor,@eustaquiogomez9975,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.282
author::UCRAquv8el-tQ30bN7MlmySQ,autor,@iamjimalesssa,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.969
author::UCqCrvuoJpC-aVb0f4logQRQ,autor,@Lyrics_GT,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.832
author::UC-fiZBS5Gp1eCJd9ucgWnCg,autor,@Tommii.10,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.476
author::UC95PSMouTx2N5CbSq0hIyrQ,autor,@lisss1908,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.214
author::UCHbwIx9pmQuf7i-4_xO2EpA,autor,@caminoseternos752,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.318
author::UCGGHbtfbbe0o68etrOf0qxw,autor,@karensussetteleonvargas9794,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,0.937
author::UCRvPToDkkumha7WJAfCDk1A,autor,@ligiaguerra3057,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.82
author::UCCBYcToQ2dwkd6TJh0FSyDg,autor,@lidiarodriguez3493,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.378
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,autor,@carloslam5333,2,1,1,1,0.0526,0.0,0.1742,0.0015,0.00065,,,,,-0.684
author::UCfXykdbSU97rj987LDUGfvg,autor,@MariaSantos-c8y3h,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.918
author::UCwCfs-2zbD5k0lG-UVg_JBw,autor,@JessicaHuaz-96,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,0.483
author::UCIXLDYqR_syskKRJy_x9W9Q,autor,@carlitosramirez4739,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.194
author::UCLXYp1Cvc5DLtq5UQL5D9vw,autor,@jorgecifuentes-m5g,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.063
author::UCvl1tzQeBeGy6efPTRJXSCw,autor,@RaulPerez-cw2vi,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.959
author::UC_3xuTXvMIWU5MYP9HkJ3vQ,autor,@Historia-wm4os,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,0.961
author::UCO0zwwLWGyDgQmWPJ5Qrr1w,autor,@elsalvador3605,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.908
author::UCfjhejO7LZy4doXURa7LZCQ,autor,@HonwayLee-z5g,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.108
author::UC2ngpd8UBQu4gcUYy0goAtg,autor,@juliohernandez7438,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.827
author::UCXN2s7DwTJm33xO-pNkAdaA,autor,@edithsan7688,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,0.41
author::UCq3mDTTRZnUybct5M9OSXbg,autor,@MacoMorales-i2i2d,8,1,1,1,0.0526,0.0,0.1023,0.00149,0.0,,,,,-0.33
author::UCZOmq6MwFDVoCaEl99BRRaw,autor,@daniloarevalo3170,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,-0.909
author::UCnU8wO1OurAmGstDw6VGjgQ,autor,@cmorera21,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,0.324
author::UCjJf-AJKRFFWtiN-CSwkDmA,autor,@2jose82,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,-0.872
author::UC_6KbBY1bsYXz9fwFS0eQRg,autor,@imrcp5694,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,0.946
author::UC5wuDq3U3vRAhOQI3D7gNdw,autor,@allanreneramirezgonzalez534,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,0.817
author::UCJp3OrVYcBorC94sKwdch_A,autor,@ULJoshmg2011,3,1,1,1,0.0526,0.0,0.1679,0.00137,0.00019,,,,,-0.965
author::UCxff05WuyvwELNITi7bj7UA,autor,@markoherrera,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.957
author::UC-pNP6RMFuLg_-x7Ah_0kEA,autor,@almacatalan2717,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.945
author::UCySYJU5kUh7X8gVt9la2ISA,autor,@dantesarti4351,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.785
author::UC2weSE8rpqkGMOp6StYtVfg,autor,@katerynsantiago2907,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.976
author::UCiGRBf2RNF0WRKhRVT7zFoA,autor,@edwinavila4876,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.954
author::UCzSfZlOVxBSs5ObD25ywxDQ,autor,@GilmarMaldonado-q9m,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.962
author::UCwO2SXr0ggzwg6QWWrr01nQ,autor,@ricardofigueroa5720,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.89
author::UC-jS_kA9w-OmpupXDx156Rg,autor,@simoncreyesc7579,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.963
author::UC2Y_EHWQKevubk4vOEBBFxw,autor,@alfonsomorales2653,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.837
author::UC-hfX8J5JPJ-dfuakzegMLA,autor,@normaleticiaorozcojuarez2418,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.574
author::UCwha8rxULYMVtNwZWeSkE1A,autor,@mariasamo8637,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.851
author::UCiMythXHsw7eQEMykCdmMUA,autor,@JavierBecerra-h6x,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.31
author::UCp4iw5_5SmV9VGTFSNVGOmQ,autor,@CARLOSSTREMS51,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.825
author::UCvApqeCbLod-wejtT4CcVuA,autor,@davidgaher9550,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.958
author::UC1vr9aaMI2crB0NvwFHUeoQ,autor,@JoseSimilox-p6e,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.971
author::UCpl8rF8uv_8uui-QRvuJaRA,autor,@SergioGarcia-z9c,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.911
author::UCplrIQtaPj6au60_f2-mOYw,autor,@romeolopezherrarte799,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.833
author::UChep9kVb5gQmpodEEl10Xlg,autor,@carlosaguilar-kz7ml,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.945
author::UCmvOgzmmXbjUthHy-WJ52hQ,autor,@mariorodas593,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.778
author::UCmjppp6ujz3SAnULvP3sZMw,autor,@marcomendez7509,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.929
author::UCzoL2l5H5eVlorWGH8AZfAg,autor,@jor77cas,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.978
author::UCr1emrogPKkKTs_WTtx71xg,autor,@domingopeneleu6457,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.291
author::UCljDbleJul41G1TzOjOZAVA,autor,@hectorcarranza3777,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.964
author::UCsJJAvrVGupdmhOqgtDp8dg,autor,@nestorlorenzana1168,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.56
author::UCsSXdJct-nsS8DsABoEsaYA,autor,@IvánPérez-j4j,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.022
author::UCsjs5Hp_r86x1xbK6FAeqaA,autor,@alvaroesquivel563,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.965
author::UCl0ekS9Tt0jJGtOEM18S63w,autor,@monkchapin,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.013
author::UCtNfIBnc5S5DbbQj_yxgJTw,autor,@JosueRamirez-ey3ih,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.331
author::UCtUR3_CAiE7fCoZHM6cMfyQ,autor,@mdelcid01,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.867
author::UCjmPuazZJzscrwvk0QR9RVw,autor,@mynorrodas8591,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.971
author::UCpIdtvoFHVLGASGB5ySqIEA,autor,@VidalVillatoro-p4w,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.969
author::UCueV9cTyTDwgQSec1x2dYgA,autor,@fredydomingo7062,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.669
author::UCujPF2nBgsTD62nWE3lcpIg,autor,@victorarturoruanobautista7588,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.887
author::UCjSKM9j0Q7HLDr1hD6D-TUw,autor,@josehidalgo4875,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.947
author::UCj-LL25XJnjxepPKCc3NGog,autor,@anaaguirre8985,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.039
author::UCipetjeiWj4CZB6EbyYziZg,autor,@OseasSamayoa-ol5rz,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.971
author::UChgkn5Jt5tWKYMoEOuCjz3Q,autor,@pablochitay46,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.767
author::UCAlzM_N6xBlMYmM8EBzX86Q,autor,@carlossoto3252,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.928
author::UC3E9mAgP7VoAE5mZoAexl5g,autor,@EnnioAroche,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.972
author::UCOh6DaZC_x9HASnlRylEMfw,autor,@AndresMedina-v1s,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.833
author::UCL1MT278vSaQ83ZDkVWn1gw,autor,@elmorodriguez6978,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.915
author::UC8G5cJONY8L9voMyBW8Eoug,autor,@luisparedes-pw6qt,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.941
author::UC8F2V63KZ4ZEay6opX2hAQw,autor,@carmenr6311,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.972
author::UCN6qbfPSzFtjhqUDZ3Cv3CQ,autor,@carlosmedranovelasquez6380,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.905
author::UCNkcuy42zEwddwEcOd_HpnA,autor,@vanigomez492,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.844
author::UC7VUuJr9cGh845CmTvf7TlQ,autor,@LuisCastillo-oz4df,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.96
author::UCOS8ViEkccrTZx2w2ccxotA,autor,@OscarHernandez-q8y,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.431
author::UC6YSZqL0vEcI-niPKIMUGfw,autor,@maxwellsales885,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.982
author::UCSou6a2OuYGSvPjm5psquyA,autor,@FranciscoRivera-sf7ne,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.92
author::UCQgYjVngJRfPHDLGB5X6ZjA,autor,@oscarnavas9996,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.819
author::UChZknRmJkeGeQk0-mQuhDOg,autor,@OdilioRodríguez-c5w,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.928
author::UC6PvO1_k5lHKGdAPo5_C6TA,autor,@johnmejia992,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.936
author::UCQtSFINs1h6GHkpg9o5kMvg,autor,@MacarioMartinezruiz,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.895
author::UCRETAiYdh2dL5ZxB0_N1zDA,autor,@Joseroland21,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.77
author::UCRelkU8JiZBytTzebJxaa-w,autor,@danyraymundo2942,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.544
author::UC650pRT-OYzny3GwOH8Cgfw,autor,@edvinparedesherrera7632,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.984
author::UC8r11yOugM2NuRfitQOxLLg,autor,@cesaraugustomoralesmonroy6907,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.976
author::UCKDR0f2fu2UzWL8mBv5-BHw,autor,@mireyamorales6595,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.934
author::UCGzXwyCzMzGmjmCbH3Hg01Q,autor,@FidelZacarias-ph7dy,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.939
author::UC9xr9QvIcDvoZNUX5f-jaZw,autor,@MariaaliciaColonmorales,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.556
author::UCB5p8a5gklc80jJItP6xTHg,autor,@ernestogamboa8737,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.75
author::UCCaYwkkbQGcvFoUmothVdQQ,autor,@OsvaldoAguirre-l3i,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.942
author::UCDIMztpVm7G27qBuiWuT6oQ,autor,@lizardomorataya8274,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.453
author::UCDPWkUX3sNNaCx-m1dV4glA,autor,@hectoroliva949,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.891
author::UCDQaQv0hr2SS_PO-CMEwVHg,autor,@federicosaquimux1933,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.627
author::UCDUffaruH6dyUnUGwsTKpgg,autor,@luisletona2842,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.802
author::UCDftMWXQoJ6nONfY7GVOVjg,autor,@luisgpacheco5858,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.968
author::UCDlr1VadSucIZgZ171pRBjQ,autor,@cuabatzjj5924,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.022
author::UCEgEQmRbtL5fwr9_DqAC--g,autor,@ArielRodas-g5y,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.046
author::UCErZPJpHmLCsXs8ZWkAUupQ,autor,@dorisl.garciaroche7763,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.647
author::UCFUuDARXdmmIrLppEqf-rFg,autor,@allanmunoz7410,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.262
author::UCFhxtoeARHPnXXPcDrOU3Xg,autor,@diegoalejandrolopezmendez205,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.541
author::UCA93ym2TXs_Ibyxb4Vcn-6Q,autor,@oswaldosolis8728,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.939
author::UCFoIAE8k82D6AV-8gjjKaNg,autor,@eddymunoz9789,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.889
author::UCFxE8GbokBrBsPEKM1xrOjQ,autor,@JuanDavila-qd7qj,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.97
author::UCRlCV9zSn7avAWh-9_XFWqQ,autor,@ronyarana8849,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.847
author::UCQqetiwzzmRNTM5OWuXarGQ,autor,@isaiaslopezvelasquez1539,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.808
author::UCTD6q1nyIe3Y7HhqjaMj72w,autor,@JuanChang-r6k,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.799
author::UC3qn1yJA5PeW9rkGPatQxiw,autor,@VICTOREST19,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.326
author::UCYwpX26TrCxq8TvbKGRYLXA,autor,@beneficioelcaminovillacana8540,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.844
author::UCZLG9qH0tUjNhEGFIUt0CYw,autor,@SoniaMarroquin-y6e,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.234
author::UCAmtbUiIrUIhikru0ZoTFig,autor,@Aura-vf6dm,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.874
author::UCYN4wSQ1Sx4_LurxLlW7MPg,autor,@belarminavillatoro6474,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.951
author::UCXr8_5WtGeipe4haOoQDgyQ,autor,@amyherrera7352,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.965
author::UCXgr7vXlRrsaskPdo097kGA,autor,@Rogergh-nw4oj,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.627
author::UC4wq3DcbfaG6dtCqn8Oyu3w,autor,@hugoasencio7764,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.807
author::UC5bG9nc_JV3FsNP2KseQiYw,autor,@giovannirodas4836,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.964
author::UCXSkL3ejZ8qWYyF_M7s_QKA,autor,@JacintaTzoy,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.966
author::UCWIZUtKJ636y-4TYrNvok0g,autor,@cesarandreas7824,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.88
author::UCcfdg8crmMJwEuLUsAhV7yg,autor,@RolandoRaguay,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.873
author::UC4cXueR2bKGFJV0Fk76gwmA,autor,@aluxdel4792,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.967
author::UCfM3nrxtTQMY5jFx1v1J4Gg,autor,@edgarroldan5539,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.859
author::UC3NMzdMYryaw82kPTnsaljg,autor,@marisosa7832,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.881
author::UCgvw7xIdGFupzpt1Y_BFkEA,autor,@fredygarcia9151,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.595
author::UCV0iizTBoOfdAFX_thfI9BA,autor,@BenjaminLarios-jd8nk,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.959
author::UCUIIIPTVDVHAXqhC_5V6lPA,autor,@gorrarota,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.967
author::UCTylKrsqkrBKIqubMu_5N0Q,autor,@edwingeovanymarroquinmarro6684,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.069
author::UC3MYTqpQqlWBuCB7Th0e0PA,autor,@isaaclopez7220,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.931
author::UCTwSut16JyAg3mX6LVUNGqA,autor,@SuperVictor2005,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.961
author::UCThW2XNsAaBKme5PUt7n-Zg,autor,@thelmamoran8565,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.965
author::UCTP3O0rMnc8z8v8jaDQwL0w,autor,@RobertoZelaya-x1v,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,-0.755
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,@belvettzapeta1251,1,1,1,1,0.0526,0.0,0.2219,0.00131,0.04427,,,,,0.971
author::UCIgoiXdIKJyUGmUoH2Lxdzg,autor,@susievidal4134,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.867
author::UCbNanjFI51cwGqMAb2rOrBw,autor,@RosaMontesdeOca777,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,0.761
author::UCxhtlxPV8AYWaNNyU6S9H8Q,autor,@WilR-s8r,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.404
author::UCat2qkYvqmtDNEmo2PVuhXw,autor,@DoraSalas-j5o,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.426
author::UCGZMgmM92E3njyXNe9-kjAQ,autor,@pasionpornada,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.031
author::UC1WlJfQmaIskYhP4gmWoamw,autor,@marthareiss5434,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.98
author::UCVdjCrh4tQoX3haNAZv-n5A,autor,@aurahernandez5646,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,0.947
author::UCOLHH4ZpMxPYF-Q6e6wvn5A,autor,@luisroldan7374,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.791
author::UCozFYHN0e_-vlQbX3wQGOug,autor,@jesusguzman2321,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.955
author::UCrqXyRsg-_hTosURZ-uvoKg,autor,@flornolberto2425,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.948
author::UCQMMuADgqWUOcJpLwHOzC-g,autor,@Ripped-Yoda,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.927
author::UCPNXmbOBVeC4HS-xemvcPtQ,autor,@BelkisRodriguezRamirez,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.831
author::UCZjm6U576nX8WOiLhmMR3bw,autor,@MariaNavarroYT,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.748
author::UCtiHFjFu7d5v2XxHnKFUYig,autor,@Paul-gf7ec,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.189
author::UCp_dAUfv8i3LW3zWc24dLaQ,autor,@MarioCortez-o6v,6,3,1,1,0.0526,0.0,0.0264,0.00128,0.0,,,,,-0.383
author::UCN2N_wYOw6fMwCeSzdXLPIw,autor,@danielantoniogonzalezflore4901,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.965
author::UCbYoNG5J3Au5BqtbXogfEFw,autor,@Luis-gn3fj,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.175
author::UClsrFGJKWPxxw7MiaEdKLXw,autor,@ericapaz5406,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.885
author::UC8xlJWNHz1V_W6q3fbuQH8g,autor,@NormaLópez-v7e,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,0.864
author::UC1Y7x3h0c95Z8kUhi-Tzaeg,autor,@rosadiaz9235,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.909
author::UCf5lnNZF7Qrtli9v4N_23WQ,autor,@CarlosCortez-v5r,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.538
author::UCPZueDLrCS4BmTBRMA4q0fA,autor,@kevinochoa3695,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.592
author::UCVQf0tzL7xRzFJsABVVULpg,autor,@DennisseLopetegi,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.958
author::UCuP4UK33HKtJE_S39ksmaTw,autor,@herbertaguilar1387,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.97
author::UCgQJgI9vu1FI2dnC9mrFthw,autor,@srms70,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.879
author::UCGX_UbAQOXGZknv5iqklwTA,autor,@ronaldgarcia8522,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.013
author::UCAV7QIjYhbDJaycQycM_0eQ,autor,@mariavail8998,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.348
author::UCusjriFsDHEc2AOjqk-p5ig,autor,@pablobarrios7931,7,1,1,1,0.0526,0.0,0.1706,0.00127,0.00041,,,,,-0.852
author::UC-HeUTT6_g-VoiWds2a4H-w,autor,@JorgeMunoz-gd9et,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,0.449
author::UCwxoKK59nGCeBqB2sXfDBIw,autor,@vic-bonivideos,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,-0.958
author::UCZFQwqh90apuL8eFhvRBkUg,autor,@luisricardo9671,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,-0.949
author::UC0HvfEWozTHbwl_iEmJNvVA,autor,@OttoPalencia-b7r,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,-0.431
author::UC14qlobYKqD-DO0j6b75lcA,autor,@megavision4488,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,0.159
author::UC1NiEdJ7gk6FlDexIalWnGg,autor,@BorisTebalán,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,-0.969
author::UC3YpzAr7pcdKC7BVFEpYzog,autor,@carmenfigueroa1232,4,1,1,1,0.0526,0.0,0.1326,0.00123,0.0,,,,,-0.91
