origen,destino,peso,likes,respuestas,sent_medio,tipo_arista,author_channel_id,author_handle,video_id,title,channel_name
author::UCcfdg8crmMJwEuLUsAhV7yg,video::n8iP75gIpmw,1,1,0,-0.873,comento_en,UCcfdg8crmMJwEuLUsAhV7yg,@RolandoRaguay,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCdFlugHJJa4l3YqWuNRmvXw,video::is3Mk5oC19g,1,0,1,-0.894,comento_en,UCdFlugHJJa4l3YqWuNRmvXw,@MarcosCarillo-b1r,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala
author::UCdFlugHJJa4l3YqWuNRmvXw,video::j43HgwYFKfk,1,0,0,-0.762,comento_en,UCdFlugHJJa4l3YqWuNRmvXw,@MarcosCarillo-b1r,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCdQAuWwyC99MB7Y02Umj26Q,video::yLZS3JiEBg8,1,0,0,-0.8,comento_en,UCdQAuWwyC99MB7Y02Umj26Q,@miguelbran1268,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCe8JZoYkX5oKUZyivHYdXhw,video::j43HgwYFKfk,1,0,0,-0.947,comento_en,UCe8JZoYkX5oKUZyivHYdXhw,@FernandoGarcia-jg1fj,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCeDNEtI8_a42bZ47wJiJMwQ,video::j43HgwYFKfk,1,0,0,-0.35,comento_en,UCeDNEtI8_a42bZ47wJiJMwQ,@EdgarcalderonCalderong,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCeQk-WfEA-cJRq4EKeE7TOw,video::6W4u8sGEnGM,1,0,0,-0.967,comento_en,UCeQk-WfEA-cJRq4EKeE7TOw,@franciscojuarez9223,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCefAH1MbvADWUjE9WVcB9EQ,video::yLZS3JiEBg8,1,0,0,-0.977,comento_en,UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCf5lnNZF7Qrtli9v4N_23WQ,video::PjmxCj-a9Hg,1,0,0,-0.538,comento_en,UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCfM3nrxtTQMY5jFx1v1J4Gg,video::n8iP75gIpmw,1,0,0,-0.859,comento_en,UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCfRqgt2O-vjzUDMZY_tnxQw,video::is3Mk5oC19g,1,0,0,-0.713,comento_en,UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala
author::UCfXykdbSU97rj987LDUGfvg,video::06mFNPU0aB8,1,1,0,-0.918,comento_en,UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCfjhejO7LZy4doXURa7LZCQ,video::06mFNPU0aB8,1,0,0,-0.108,comento_en,UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCfo_yUPzy1f1POwwZxhZ06Q,video::6W4u8sGEnGM,1,1,0,-0.602,comento_en,UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCg3eIfd7BrsLEqS0BLkftHA,video::PjmxCj-a9Hg,3,0,0,-0.658,comento_en,UCg3eIfd7BrsLEqS0BLkftHA,@ErmePérez-q4s,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCgGqw4aqMdMVSGkKiMgrJRQ,video::6W4u8sGEnGM,1,0,0,0.871,comento_en,UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCgJNFj5dnxXpcMvmuhZDPxA,video::j43HgwYFKfk,1,1,0,0.905,comento_en,UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCgLrWFdYitoP-b7-PxtUr-w,video::lj983NWyAQY,1,405,3,0.073,comento_en,UCgLrWFdYitoP-b7-PxtUr-w,@zetag,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCgLurCo-e019HGODcjXHWCw,video::lj983NWyAQY,1,2,0,0.007,comento_en,UCgLurCo-e019HGODcjXHWCw,@perritojuega1,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCgQJgI9vu1FI2dnC9mrFthw,video::PjmxCj-a9Hg,1,2,0,-0.879,comento_en,UCgQJgI9vu1FI2dnC9mrFthw,@srms70,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCgQw_Sbq3ugruDUKsq1e0-A,video::j43HgwYFKfk,1,0,0,-0.975,comento_en,UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCgvw7xIdGFupzpt1Y_BFkEA,video::n8iP75gIpmw,1,1,0,0.595,comento_en,UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCh5ESQvtzyHDhCA7XyekCFA,video::n8iP75gIpmw,3,4,0,-0.865,comento_en,UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UChT7pzGytNd92Nmvi-zuWog,video::yLZS3JiEBg8,1,1,0,0.239,comento_en,UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UChZknRmJkeGeQk0-mQuhDOg,video::n8iP75gIpmw,1,1,0,-0.928,comento_en,UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCheEJ5GZuIvV0fj-nXyVwXw,video::6W4u8sGEnGM,1,0,0,0.136,comento_en,UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UChep9kVb5gQmpodEEl10Xlg,video::n8iP75gIpmw,1,0,0,-0.945,comento_en,UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UChgkn5Jt5tWKYMoEOuCjz3Q,video::n8iP75gIpmw,1,2,0,0.767,comento_en,UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UChs3tU2BcKOT0CezykvAsGw,video::n8iP75gIpmw,3,4,0,-0.401,comento_en,UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UChyps3dqY-VY1_wLeq-2lhw,video::6W4u8sGEnGM,1,14,1,0.217,comento_en,UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCi-vPdnpQreC7BkFs40mJGA,video::lj983NWyAQY,1,35,0,0.976,comento_en,UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCi1b_TRQfgO1Z9O2gNGGWNA,video::n8iP75gIpmw,2,0,0,-0.791,comento_en,UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCi2KiZq63sRq8Mfbcp-MelQ,video::OkXlHx0hx-8,6,1,0,-0.481,comento_en,UCi2KiZq63sRq8Mfbcp-MelQ,@eugeneramirez4405,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCiC-Jn7wdgyQV4_Urk0DkWQ,video::j43HgwYFKfk,1,1,0,-0.077,comento_en,UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCiGRBf2RNF0WRKhRVT7zFoA,video::n8iP75gIpmw,1,0,0,-0.954,comento_en,UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCiMythXHsw7eQEMykCdmMUA,video::n8iP75gIpmw,1,2,0,0.31,comento_en,UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCiOZX__1gahg1ypIj0_XG_w,video::6W4u8sGEnGM,1,1,0,0.081,comento_en,UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCipetjeiWj4CZB6EbyYziZg,video::n8iP75gIpmw,1,0,0,-0.971,comento_en,UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCj-LL25XJnjxepPKCc3NGog,video::n8iP75gIpmw,1,1,0,-0.039,comento_en,UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCjJf-AJKRFFWtiN-CSwkDmA,video::ndAZjHqzzT8,1,0,0,-0.872,comento_en,UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCjSKM9j0Q7HLDr1hD6D-TUw,video::n8iP75gIpmw,1,2,0,-0.947,comento_en,UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCjZgFEowMBrsjodqfovzdKw,video::06mFNPU0aB8,1,0,0,0.212,comento_en,UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCjZgFEowMBrsjodqfovzdKw,video::6W4u8sGEnGM,1,0,0,-0.015,comento_en,UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCjmPuazZJzscrwvk0QR9RVw,video::n8iP75gIpmw,1,2,0,-0.971,comento_en,UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCk4O-J1BhoqPmig1KLGJePA,video::is3Mk5oC19g,1,0,0,-0.545,comento_en,UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala
author::UCkVtmkK07b2zaVVNssX4lOg,video::j43HgwYFKfk,1,0,0,-0.965,comento_en,UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCkbsS_3D-pvg1iHOld9uvIg,video::j43HgwYFKfk,1,0,0,-0.671,comento_en,UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCkd9W714-947dEE6ZOEBATA,video::n8iP75gIpmw,2,3,0,-0.933,comento_en,UCkd9W714-947dEE6ZOEBATA,@ARGELIATELON,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCkxdJ_yGN2gghOMo2ybQtXQ,video::yLZS3JiEBg8,1,1,0,-0.904,comento_en,UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCl0ekS9Tt0jJGtOEM18S63w,video::n8iP75gIpmw,1,0,0,-0.013,comento_en,UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCld2stqxaVSk0QdGncM224A,video::TT4qJ5FXHYE,1,4,0,0.965,comento_en,UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum
author::UClhMWQ7XKWywYvbRnuf8QsA,video::j43HgwYFKfk,1,0,0,-0.172,comento_en,UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCljDbleJul41G1TzOjOZAVA,video::n8iP75gIpmw,1,1,0,-0.964,comento_en,UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UClqA491Xa5fQcXcJJa-vTWw,video::j43HgwYFKfk,1,0,0,-0.956,comento_en,UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UClsrFGJKWPxxw7MiaEdKLXw,video::PjmxCj-a9Hg,1,3,2,-0.885,comento_en,UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCmjppp6ujz3SAnULvP3sZMw,video::n8iP75gIpmw,1,0,0,-0.929,comento_en,UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCmvOgzmmXbjUthHy-WJ52hQ,video::n8iP75gIpmw,1,1,0,-0.778,comento_en,UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCnU8wO1OurAmGstDw6VGjgQ,video::ndAZjHqzzT8,1,0,0,0.324,comento_en,UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCoGdCoJg2Lh0OX_jv6cG16g,video::6W4u8sGEnGM,2,2,0,0.252,comento_en,UCoGdCoJg2Lh0OX_jv6cG16g,@Israel-u5i7i,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UColMq7LmaoY3MT6aIDGrGvA,video::j43HgwYFKfk,1,0,0,-0.965,comento_en,UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCozFYHN0e_-vlQbX3wQGOug,video::OkXlHx0hx-8,1,5,2,-0.955,comento_en,UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCp29O_C7cchZV8IxV7Crdag,video::6W4u8sGEnGM,2,0,0,0.368,comento_en,UCp29O_C7cchZV8IxV7Crdag,@robertoescobar5507,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCp4iw5_5SmV9VGTFSNVGOmQ,video::n8iP75gIpmw,1,0,0,-0.825,comento_en,UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCpIdtvoFHVLGASGB5ySqIEA,video::n8iP75gIpmw,1,1,0,-0.969,comento_en,UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCp_dAUfv8i3LW3zWc24dLaQ,video::OkXlHx0hx-8,1,1,0,-0.383,comento_en,UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCpe5jW3MIqkgTJ-PgkzvM6Q,video::j43HgwYFKfk,1,1,0,-0.684,comento_en,UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCpl8rF8uv_8uui-QRvuJaRA,video::n8iP75gIpmw,1,0,0,0.911,comento_en,UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCplrIQtaPj6au60_f2-mOYw,video::n8iP75gIpmw,1,0,0,-0.833,comento_en,UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCpsKOkt5iWTbenzeuq7dsmQ,video::j43HgwYFKfk,1,2,0,0.079,comento_en,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCpsKOkt5iWTbenzeuq7dsmQ,video::n8iP75gIpmw,1,1,0,-0.931,comento_en,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCpsKOkt5iWTbenzeuq7dsmQ,video::ndAZjHqzzT8,1,1,0,0.708,comento_en,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCq3mDTTRZnUybct5M9OSXbg,video::06mFNPU0aB8,1,1,0,-0.33,comento_en,UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCqCrvuoJpC-aVb0f4logQRQ,video::j43HgwYFKfk,1,0,0,-0.832,comento_en,UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCqilIa8r7iek5sGYg_q6ofA,video::lj983NWyAQY,1,52,1,0.84,comento_en,UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCql1n3Ey6ULMSOACjMe-fxQ,video::6W4u8sGEnGM,1,6,7,-0.96,comento_en,UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCr1emrogPKkKTs_WTtx71xg,video::n8iP75gIpmw,1,0,0,-0.291,comento_en,UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCrJn_rbo_ENAdeqneS-RmRw,video::n8iP75gIpmw,2,1,0,-0.949,comento_en,UCrJn_rbo_ENAdeqneS-RmRw,@josecarrera9623,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCrqXyRsg-_hTosURZ-uvoKg,video::OkXlHx0hx-8,1,0,0,-0.948,comento_en,UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCsGoJEvb-cFPZ2rWoJcXzEQ,video::j43HgwYFKfk,1,10,0,0.956,comento_en,UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCsJJAvrVGupdmhOqgtDp8dg,video::n8iP75gIpmw,1,1,0,-0.56,comento_en,UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCsSXdJct-nsS8DsABoEsaYA,video::n8iP75gIpmw,1,2,1,0.022,comento_en,UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,video::b_Hkrkl3adA,1,0,0,-0.753,comento_en,UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial
author::UCsUCN0Yq_UyTvKjOJLmNrnQ,video::n8iP75gIpmw,1,0,0,-0.94,comento_en,UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCs_5qeqdku9tGAq22y3OcuQ,video::lj983NWyAQY,1,4,0,0.971,comento_en,UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCsjs5Hp_r86x1xbK6FAeqaA,video::n8iP75gIpmw,1,2,0,-0.965,comento_en,UCsjs5Hp_r86x1xbK6FAeqaA,@alvaroesquivel563,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCtCtts20bW6F9CSohau51Iw,video::6W4u8sGEnGM,2,0,0,-0.378,comento_en,UCtCtts20bW6F9CSohau51Iw,@carlosgranados9875,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCtMBF_1O2jY2INlb_luuB_A,video::lj983NWyAQY,1,15,0,0.617,comento_en,UCtMBF_1O2jY2INlb_luuB_A,@mynorgudiel8646,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCtNfIBnc5S5DbbQj_yxgJTw,video::n8iP75gIpmw,1,1,0,-0.331,comento_en,UCtNfIBnc5S5DbbQj_yxgJTw,@JosueRamirez-ey3ih,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCtNyHmRZtvGF2hSvI2dUBWw,video::PjmxCj-a9Hg,2,1,0,-0.485,comento_en,UCtNyHmRZtvGF2hSvI2dUBWw,@aureliomaldonado4793,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCtUR3_CAiE7fCoZHM6cMfyQ,video::n8iP75gIpmw,1,10,0,-0.867,comento_en,UCtUR3_CAiE7fCoZHM6cMfyQ,@mdelcid01,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCtiHFjFu7d5v2XxHnKFUYig,video::OkXlHx0hx-8,1,0,0,-0.189,comento_en,UCtiHFjFu7d5v2XxHnKFUYig,@Paul-gf7ec,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCtowGNY2lnlg6O2CkwDgkLg,video::TT4qJ5FXHYE,1,2,0,0.958,comento_en,UCtowGNY2lnlg6O2CkwDgkLg,@taniagabrielacelis8434,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum
author::UCtsxPYw8VUsH_FfnKg-0lmw,video::6W4u8sGEnGM,1,2,0,-0.405,comento_en,UCtsxPYw8VUsH_FfnKg-0lmw,@AlejandroPérez-b6r,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCu8_3-Wg-YzNyvHYQDEscfw,video::j43HgwYFKfk,1,2,0,-0.919,comento_en,UCu8_3-Wg-YzNyvHYQDEscfw,@RolandoCastroPérez-d7y,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCuP4UK33HKtJE_S39ksmaTw,video::PjmxCj-a9Hg,1,0,0,-0.97,comento_en,UCuP4UK33HKtJE_S39ksmaTw,@herbertaguilar1387,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCuXmOjxC-htcprLgeVXz6Tg,video::j43HgwYFKfk,1,1,0,-0.805,comento_en,UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCueV9cTyTDwgQSec1x2dYgA,video::n8iP75gIpmw,1,0,0,-0.669,comento_en,UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCujPF2nBgsTD62nWE3lcpIg,video::n8iP75gIpmw,1,0,0,-0.887,comento_en,UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCusjriFsDHEc2AOjqk-p5ig,video::PjmxCj-a9Hg,1,2,0,-0.852,comento_en,UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCut6b9S98nv84cVX89PmKzA,video::n8iP75gIpmw,2,1,0,-0.93,comento_en,UCut6b9S98nv84cVX89PmKzA,@yeniferaguirre4498,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCvApqeCbLod-wejtT4CcVuA,video::n8iP75gIpmw,1,15,0,-0.958,comento_en,UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCvDwJBBY1mHK70aTEYl6rsA,video::6W4u8sGEnGM,1,1,0,0.098,comento_en,UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,video::WIUZtitfLRw,1,0,0,0.156,comento_en,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,video::ndAZjHqzzT8,2,0,0,0.362,comento_en,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCvcu1kR8xMYy_I1Ty-2mV2Q,video::yLZS3JiEBg8,1,0,0,0.959,comento_en,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCvl1tzQeBeGy6efPTRJXSCw,video::06mFNPU0aB8,1,0,0,-0.959,comento_en,UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCwCfs-2zbD5k0lG-UVg_JBw,video::06mFNPU0aB8,1,0,0,0.483,comento_en,UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
