origen,destino,peso,likes,respuestas,sent_medio,tipo_arista,author_channel_id,author_handle,video_id,title,channel_name
author::UCIgoiXdIKJyUGmUoH2Lxdzg,video::OkXlHx0hx-8,1,3,0,-0.867,comento_en,UCIgoiXdIKJyUGmUoH2Lxdzg,@susievidal4134,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCIp19h9igblA2YKfSLPDAug,video::lj983NWyAQY,1,14,1,0.561,comento_en,UCIp19h9igblA2YKfSLPDAug,@JoseReyes-rn6sh,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCJp3OrVYcBorC94sKwdch_A,video::ndAZjHqzzT8,1,0,0,-0.965,comento_en,UCJp3OrVYcBorC94sKwdch_A,@ULJoshmg2011,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCJxJC56BSAX-ArD0NAb9qnQ,video::3Nfp9h5avBI,1,0,0,-0.084,comento_en,UCJxJC56BSAX-ArD0NAb9qnQ,@alfonsowilian9157,3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.
author::UCKDR0f2fu2UzWL8mBv5-BHw,video::n8iP75gIpmw,1,0,0,-0.934,comento_en,UCKDR0f2fu2UzWL8mBv5-BHw,@mireyamorales6595,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCKVzDUqbtdSMBcexaEtMmzQ,video::TT4qJ5FXHYE,1,0,0,-0.971,comento_en,UCKVzDUqbtdSMBcexaEtMmzQ,@rotorairgroup8409,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum
author::UCL13XhnRzbGokEkCkEOb0-g,video::n8iP75gIpmw,2,8,0,-0.907,comento_en,UCL13XhnRzbGokEkCkEOb0-g,@raquelprado3643,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCL1MT278vSaQ83ZDkVWn1gw,video::n8iP75gIpmw,1,20,0,-0.915,comento_en,UCL1MT278vSaQ83ZDkVWn1gw,@elmorodriguez6978,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCLFdHr9BEbXHkoJopbEPLZw,video::n8iP75gIpmw,2,24,0,-0.795,comento_en,UCLFdHr9BEbXHkoJopbEPLZw,@kanterra4584,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCLXYp1Cvc5DLtq5UQL5D9vw,video::06mFNPU0aB8,1,3,1,-0.063,comento_en,UCLXYp1Cvc5DLtq5UQL5D9vw,@jorgecifuentes-m5g,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCLggDc_a5HriXv7I1h02sOA,video::n8iP75gIpmw,2,7,0,-0.398,comento_en,UCLggDc_a5HriXv7I1h02sOA,@guillermogonzalez5153,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCLh1Kde4_vI1sTZBkTNP7RQ,video::is3Mk5oC19g,1,0,0,-0.015,comento_en,UCLh1Kde4_vI1sTZBkTNP7RQ,@JoelReynoso-d4r,is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala
author::UCN2N_wYOw6fMwCeSzdXLPIw,video::PjmxCj-a9Hg,1,0,0,-0.965,comento_en,UCN2N_wYOw6fMwCeSzdXLPIw,@danielantoniogonzalezflore4901,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCN6qbfPSzFtjhqUDZ3Cv3CQ,video::n8iP75gIpmw,1,2,0,-0.905,comento_en,UCN6qbfPSzFtjhqUDZ3Cv3CQ,@carlosmedranovelasquez6380,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCNBnKqWf4d-rS4HwJRQljmQ,video::n8iP75gIpmw,2,1,0,-0.934,comento_en,UCNBnKqWf4d-rS4HwJRQljmQ,@LE_A22,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCNIeXbV_mEwpa412h1aqUWw,video::PjmxCj-a9Hg,3,3,1,-0.124,comento_en,UCNIeXbV_mEwpa412h1aqUWw,@juandeleon9060,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCNiMNUJvaRJb0_QLClqwVnA,video::TT4qJ5FXHYE,1,2,0,0.914,comento_en,UCNiMNUJvaRJb0_QLClqwVnA,@Santiago.Nolasco,TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum
author::UCNkcuy42zEwddwEcOd_HpnA,video::n8iP75gIpmw,1,3,0,-0.844,comento_en,UCNkcuy42zEwddwEcOd_HpnA,@vanigomez492,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCNpt5CQlTzNjlAKY6CJtClQ,video::j43HgwYFKfk,1,0,0,-0.282,comento_en,UCNpt5CQlTzNjlAKY6CJtClQ,@eustaquiogomez9975,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCO0zwwLWGyDgQmWPJ5Qrr1w,video::06mFNPU0aB8,1,3,0,-0.908,comento_en,UCO0zwwLWGyDgQmWPJ5Qrr1w,@elsalvador3605,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCOARn3hnfkB7-_Rwa8Hoqcw,video::WIUZtitfLRw,1,0,0,-0.98,comento_en,UCOARn3hnfkB7-_Rwa8Hoqcw,@nicelol5241,WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum
author::UCOLGv5Pf6BF2wFcwUzgcvHg,video::n8iP75gIpmw,2,4,0,-0.862,comento_en,UCOLGv5Pf6BF2wFcwUzgcvHg,@welfrealdana5559,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCOLHH4ZpMxPYF-Q6e6wvn5A,video::OkXlHx0hx-8,1,2,1,-0.791,comento_en,UCOLHH4ZpMxPYF-Q6e6wvn5A,@luisroldan7374,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCOS8ViEkccrTZx2w2ccxotA,video::n8iP75gIpmw,1,4,0,-0.431,comento_en,UCOS8ViEkccrTZx2w2ccxotA,@OscarHernandez-q8y,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCOY3XpD9qMCRSA8AA8c4CAw,video::yLZS3JiEBg8,1,1,0,0.937,comento_en,UCOY3XpD9qMCRSA8AA8c4CAw,@franciscorodas9686,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCOcUI5XkTYNMSFhZNMIPpGg,video::j43HgwYFKfk,1,3,0,-0.973,comento_en,UCOcUI5XkTYNMSFhZNMIPpGg,@hendersonlopez3864,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCOh6DaZC_x9HASnlRylEMfw,video::n8iP75gIpmw,1,0,0,-0.833,comento_en,UCOh6DaZC_x9HASnlRylEMfw,@AndresMedina-v1s,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCPLW0HE3siElqCgXfgWxMqg,video::X_FAIef8qlE,1,0,0,-0.888,comento_en,UCPLW0HE3siElqCgXfgWxMqg,@elizabethmonterroso7719,X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,Quorum
author::UCPNXmbOBVeC4HS-xemvcPtQ,video::OkXlHx0hx-8,1,2,3,-0.831,comento_en,UCPNXmbOBVeC4HS-xemvcPtQ,@BelkisRodriguezRamirez,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCPZueDLrCS4BmTBRMA4q0fA,video::PjmxCj-a9Hg,1,1,1,-0.592,comento_en,UCPZueDLrCS4BmTBRMA4q0fA,@kevinochoa3695,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCQIdKuZ-OzuFqy0KjGrgesg,video::JkpVO1hx2f8,1,1,0,-0.713,comento_en,UCQIdKuZ-OzuFqy0KjGrgesg,@lyacausa,JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,Quorum
author::UCQM2tCKRRytVDRxNUfCDqQQ,video::zweosulrwA8,1,0,0,0.524,comento_en,UCQM2tCKRRytVDRxNUfCDqQQ,@elioelias7267,zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,Quorum
author::UCQMMuADgqWUOcJpLwHOzC-g,video::OkXlHx0hx-8,1,0,0,-0.927,comento_en,UCQMMuADgqWUOcJpLwHOzC-g,@Ripped-Yoda,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCQ_-LPP8JAbfkc-b1Q6NvWw,video::n8iP75gIpmw,2,31,0,-0.956,comento_en,UCQ_-LPP8JAbfkc-b1Q6NvWw,@MegaKristenstewart,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCQgYjVngJRfPHDLGB5X6ZjA,video::n8iP75gIpmw,1,0,0,-0.819,comento_en,UCQgYjVngJRfPHDLGB5X6ZjA,@oscarnavas9996,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCQqetiwzzmRNTM5OWuXarGQ,video::n8iP75gIpmw,1,1,0,-0.808,comento_en,UCQqetiwzzmRNTM5OWuXarGQ,@isaiaslopezvelasquez1539,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCQqlPPUGqAfWjd-FSh_qn7Q,video::j43HgwYFKfk,1,0,0,-0.968,comento_en,UCQqlPPUGqAfWjd-FSh_qn7Q,@estuardoargueta137,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCQtICyzWmhC5woCtbNgaSmg,video::n8iP75gIpmw,2,5,0,-0.642,comento_en,UCQtICyzWmhC5woCtbNgaSmg,@nestormendez6216,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCQtSFINs1h6GHkpg9o5kMvg,video::n8iP75gIpmw,1,12,0,0.895,comento_en,UCQtSFINs1h6GHkpg9o5kMvg,@MacarioMartinezruiz,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCQyOePccUP-fIJYzchAgZYw,video::j43HgwYFKfk,1,0,0,-0.933,comento_en,UCQyOePccUP-fIJYzchAgZYw,@aguilar4254,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCRAquv8el-tQ30bN7MlmySQ,video::j43HgwYFKfk,1,4,0,-0.969,comento_en,UCRAquv8el-tQ30bN7MlmySQ,@iamjimalesssa,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCRETAiYdh2dL5ZxB0_N1zDA,video::n8iP75gIpmw,1,0,0,-0.77,comento_en,UCRETAiYdh2dL5ZxB0_N1zDA,@Joseroland21,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCRcSR3Lvn9DZAmJpVPANfZQ,video::lj983NWyAQY,1,68,0,0.964,comento_en,UCRcSR3Lvn9DZAmJpVPANfZQ,@WalksandSuch,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCRelkU8JiZBytTzebJxaa-w,video::n8iP75gIpmw,1,3,0,-0.544,comento_en,UCRelkU8JiZBytTzebJxaa-w,@danyraymundo2942,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCRfkkatKrNtAARnXMMYBGlA,video::6W4u8sGEnGM,1,0,0,-0.762,comento_en,UCRfkkatKrNtAARnXMMYBGlA,@BernerSoza-mg3vx,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCRlCV9zSn7avAWh-9_XFWqQ,video::n8iP75gIpmw,1,1,0,-0.847,comento_en,UCRlCV9zSn7avAWh-9_XFWqQ,@ronyarana8849,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCRvPToDkkumha7WJAfCDk1A,video::j43HgwYFKfk,1,0,0,-0.82,comento_en,UCRvPToDkkumha7WJAfCDk1A,@ligiaguerra3057,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCRznz9-N3Qc1w-qNdLSIY2Q,video::lj983NWyAQY,1,14,0,0.915,comento_en,UCRznz9-N3Qc1w-qNdLSIY2Q,@jimmygomez724,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCSTAUWVc1_82DHYeqOsqEFA,video::lj983NWyAQY,1,191,2,0.941,comento_en,UCSTAUWVc1_82DHYeqOsqEFA,@TheAlexX_C,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCSou6a2OuYGSvPjm5psquyA,video::n8iP75gIpmw,1,0,0,-0.92,comento_en,UCSou6a2OuYGSvPjm5psquyA,@FranciscoRivera-sf7ne,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCTD6q1nyIe3Y7HhqjaMj72w,video::n8iP75gIpmw,1,8,0,-0.799,comento_en,UCTD6q1nyIe3Y7HhqjaMj72w,@JuanChang-r6k,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCTP3O0rMnc8z8v8jaDQwL0w,video::n8iP75gIpmw,1,1,0,-0.755,comento_en,UCTP3O0rMnc8z8v8jaDQwL0w,@RobertoZelaya-x1v,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCTTILH6QCIxbTnEWxwRqs1g,video::yLZS3JiEBg8,1,0,0,-0.023,comento_en,UCTTILH6QCIxbTnEWxwRqs1g,@3762Jorge,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCThW2XNsAaBKme5PUt7n-Zg,video::n8iP75gIpmw,1,0,0,-0.965,comento_en,UCThW2XNsAaBKme5PUt7n-Zg,@thelmamoran8565,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCTwSut16JyAg3mX6LVUNGqA,video::n8iP75gIpmw,1,0,0,-0.961,comento_en,UCTwSut16JyAg3mX6LVUNGqA,@SuperVictor2005,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCTylKrsqkrBKIqubMu_5N0Q,video::n8iP75gIpmw,1,1,0,0.069,comento_en,UCTylKrsqkrBKIqubMu_5N0Q,@edwingeovanymarroquinmarro6684,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCUIIIPTVDVHAXqhC_5V6lPA,video::n8iP75gIpmw,1,0,0,-0.967,comento_en,UCUIIIPTVDVHAXqhC_5V6lPA,@gorrarota,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCUoYsrx1oZnCZ0usbBJn4fA,video::j43HgwYFKfk,1,1,0,-0.905,comento_en,UCUoYsrx1oZnCZ0usbBJn4fA,@AnaDiaz-re9sq,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCV0iizTBoOfdAFX_thfI9BA,video::n8iP75gIpmw,1,0,0,-0.959,comento_en,UCV0iizTBoOfdAFX_thfI9BA,@BenjaminLarios-jd8nk,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCV0lM03g5fg5pbPj97-sAtA,video::j43HgwYFKfk,1,1,0,0.788,comento_en,UCV0lM03g5fg5pbPj97-sAtA,@genarodelgado3929,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCV3fr-YOixFKCZBbJP1-X4w,video::6W4u8sGEnGM,5,17,0,0.389,comento_en,UCV3fr-YOixFKCZBbJP1-X4w,@albertoshernandez5251,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCVC2QugcI1G4RvlCiUqd1aQ,video::ndAZjHqzzT8,2,0,0,0.115,comento_en,UCVC2QugcI1G4RvlCiUqd1aQ,@rwdm76,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCVQf0tzL7xRzFJsABVVULpg,video::PjmxCj-a9Hg,1,0,0,-0.958,comento_en,UCVQf0tzL7xRzFJsABVVULpg,@DennisseLopetegi,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCVdjCrh4tQoX3haNAZv-n5A,video::OkXlHx0hx-8,1,3,1,0.947,comento_en,UCVdjCrh4tQoX3haNAZv-n5A,@aurahernandez5646,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCVhif9eV0f8plICen2DnpKA,video::WIUZtitfLRw,1,0,0,0.3,comento_en,UCVhif9eV0f8plICen2DnpKA,@blogarteplus,WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum
author::UCW-JC6lebVmf2P1dmY_L94g,video::j43HgwYFKfk,1,0,0,0.881,comento_en,UCW-JC6lebVmf2P1dmY_L94g,@dinoraoroxon5771,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCW80DaMjQlEUibC98Cot-Dg,video::j43HgwYFKfk,1,0,0,-0.977,comento_en,UCW80DaMjQlEUibC98Cot-Dg,@rogeraldana4289,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCWIZUtKJ636y-4TYrNvok0g,video::n8iP75gIpmw,1,5,0,-0.88,comento_en,UCWIZUtKJ636y-4TYrNvok0g,@cesarandreas7824,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCWWkebAekppaL5b5CNlppuw,video::JkpVO1hx2f8,1,3,0,0.47,comento_en,UCWWkebAekppaL5b5CNlppuw,@ninettmartinez425,JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,Quorum
author::UCWaRixDdpgllTBf4V0jPnKQ,video::6W4u8sGEnGM,2,0,0,-0.88,comento_en,UCWaRixDdpgllTBf4V0jPnKQ,@hectormaaz5523,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCWoAVGVqCn4xtINCMOTM4jg,video::j43HgwYFKfk,1,0,0,-0.979,comento_en,UCWoAVGVqCn4xtINCMOTM4jg,@OmarMartinez-vv8re,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCWvntqPQx99k_Z_skWKqNSA,video::6W4u8sGEnGM,1,2,1,0.137,comento_en,UCWvntqPQx99k_Z_skWKqNSA,@AntonioChiyal-x5s,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCXN2s7DwTJm33xO-pNkAdaA,video::06mFNPU0aB8,1,0,0,0.41,comento_en,UCXN2s7DwTJm33xO-pNkAdaA,@edithsan7688,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UCXO1BBohNWXkK9SBDAG2ySg,video::yLZS3JiEBg8,1,0,0,0.944,comento_en,UCXO1BBohNWXkK9SBDAG2ySg,@JBFlute92,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCXSkL3ejZ8qWYyF_M7s_QKA,video::n8iP75gIpmw,1,0,0,-0.966,comento_en,UCXSkL3ejZ8qWYyF_M7s_QKA,@JacintaTzoy,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCXVLc8CmAO813ubM-fLvCDw,video::yLZS3JiEBg8,1,7,0,-0.956,comento_en,UCXVLc8CmAO813ubM-fLvCDw,@herminiasaquimux7565,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCXXh7yg5KUFIWylTiKVEFKQ,video::n8iP75gIpmw,2,2,0,-0.753,comento_en,UCXXh7yg5KUFIWylTiKVEFKQ,@MrDuenderojo,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCXgr7vXlRrsaskPdo097kGA,video::n8iP75gIpmw,1,0,0,-0.627,comento_en,UCXgr7vXlRrsaskPdo097kGA,@Rogergh-nw4oj,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCXl30Y_upRqbti52fmjK4YA,video::yLZS3JiEBg8,1,0,0,0.567,comento_en,UCXl30Y_upRqbti52fmjK4YA,@capitanfrans,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCXmrpc6Li0spcKxtS0Q_ptg,video::lj983NWyAQY,1,10,0,0.847,comento_en,UCXmrpc6Li0spcKxtS0Q_ptg,@melvinperez6710,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCXr8_5WtGeipe4haOoQDgyQ,video::n8iP75gIpmw,1,0,0,-0.965,comento_en,UCXr8_5WtGeipe4haOoQDgyQ,@amyherrera7352,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCY7Hq7F9Lnucf-Yr6JkHZNw,video::lj983NWyAQY,1,79,0,0.028,comento_en,UCY7Hq7F9Lnucf-Yr6JkHZNw,@maynorcalel1442,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCYN4wSQ1Sx4_LurxLlW7MPg,video::n8iP75gIpmw,1,0,0,-0.951,comento_en,UCYN4wSQ1Sx4_LurxLlW7MPg,@belarminavillatoro6474,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCYwpX26TrCxq8TvbKGRYLXA,video::n8iP75gIpmw,1,3,0,-0.844,comento_en,UCYwpX26TrCxq8TvbKGRYLXA,@beneficioelcaminovillacana8540,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCZ51R_9Q9C0c8I3pAWhtmjQ,video::n8iP75gIpmw,1,8,0,0.971,comento_en,UCZ51R_9Q9C0c8I3pAWhtmjQ,@belvettzapeta1251,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCZFQwqh90apuL8eFhvRBkUg,video::6W4u8sGEnGM,1,9,0,-0.949,comento_en,UCZFQwqh90apuL8eFhvRBkUg,@luisricardo9671,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCZIQnb1fkwe39Iw2TAu-bGA,video::WIUZtitfLRw,1,1,0,-0.913,comento_en,UCZIQnb1fkwe39Iw2TAu-bGA,@jorgegomez2237,WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum
author::UCZLG9qH0tUjNhEGFIUt0CYw,video::n8iP75gIpmw,1,1,0,-0.234,comento_en,UCZLG9qH0tUjNhEGFIUt0CYw,@SoniaMarroquin-y6e,n8iP75gIpmw,Qué rico come tu diputado,Quorum
author::UCZOmq6MwFDVoCaEl99BRRaw,video::ndAZjHqzzT8,1,0,0,-0.909,comento_en,UCZOmq6MwFDVoCaEl99BRRaw,@daniloarevalo3170,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCZeIIQrGAedW8tCbKWmGY-A,video::j43HgwYFKfk,1,9,0,-0.935,comento_en,UCZeIIQrGAedW8tCbKWmGY-A,@mariocordon8873,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCZjm6U576nX8WOiLhmMR3bw,video::OkXlHx0hx-8,1,3,1,-0.748,comento_en,UCZjm6U576nX8WOiLhmMR3bw,@MariaNavarroYT,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UC_3xuTXvMIWU5MYP9HkJ3vQ,video::06mFNPU0aB8,1,4,0,0.961,comento_en,UC_3xuTXvMIWU5MYP9HkJ3vQ,@Historia-wm4os,06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7
author::UC_6KbBY1bsYXz9fwFS0eQRg,video::ndAZjHqzzT8,1,0,0,0.946,comento_en,UC_6KbBY1bsYXz9fwFS0eQRg,@imrcp5694,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UC_LYoGs5C3mbZKZuKuqYCvw,video::j43HgwYFKfk,1,7,0,0.693,comento_en,UC_LYoGs5C3mbZKZuKuqYCvw,@javiercifuentesarchila6041,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UC_NRVt2UP88ZNTwzrZ66JSg,video::UhL9y3KUl8E,1,2,0,0.972,comento_en,UC_NRVt2UP88ZNTwzrZ66JSg,@aditalissethevasquezrojas8039,UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,Quorum
author::UC_ljZ1hZXR9pzexFz87P5ZA,video::lj983NWyAQY,1,0,0,-0.782,comento_en,UC_ljZ1hZXR9pzexFz87P5ZA,@ChRiStOpHeR7969,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCa36MjQLoPAmgJo-R3G8WQA,video::6W4u8sGEnGM,1,3,0,0.785,comento_en,UCa36MjQLoPAmgJo-R3G8WQA,@elsasalguero6914,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCaKAjTW9MVub_clgr4DRYjQ,video::j43HgwYFKfk,1,6,0,0.737,comento_en,UCaKAjTW9MVub_clgr4DRYjQ,@josecastillo4390,j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum
author::UCaT4saRcyqCLE657Rq2hhZQ,video::6W4u8sGEnGM,1,0,0,0.561,comento_en,UCaT4saRcyqCLE657Rq2hhZQ,@elmilenial4064,6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala
author::UCaT6M2zp7X6r6Whd8Vv3kHQ,video::lj983NWyAQY,1,1,0,0.851,comento_en,UCaT6M2zp7X6r6Whd8Vv3kHQ,@alexarcos8349,lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala
author::UCat2qkYvqmtDNEmo2PVuhXw,video::OkXlHx0hx-8,1,1,0,-0.426,comento_en,UCat2qkYvqmtDNEmo2PVuhXw,@DoraSalas-j5o,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCbNanjFI51cwGqMAb2rOrBw,video::OkXlHx0hx-8,1,0,0,0.761,comento_en,UCbNanjFI51cwGqMAb2rOrBw,@RosaMontesdeOca777,OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo
author::UCbYoNG5J3Au5BqtbXogfEFw,video::PjmxCj-a9Hg,1,1,0,-0.175,comento_en,UCbYoNG5J3Au5BqtbXogfEFw,@Luis-gn3fj,PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala
author::UCbrtvygfRT6QXqWDNrOf-cA,video::ndAZjHqzzT8,1,0,0,-0.98,comento_en,UCbrtvygfRT6QXqWDNrOf-cA,@Alejandro00710,ndAZjHqzzT8,Internet: escoger el menos malo,Quorum
author::UCbrtvygfRT6QXqWDNrOf-cA,video::yLZS3JiEBg8,1,0,0,-0.98,comento_en,UCbrtvygfRT6QXqWDNrOf-cA,@Alejandro00710,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCcFIBN-rtC3d3hXeuN5TfWw,video::yLZS3JiEBg8,1,0,0,-0.943,comento_en,UCcFIBN-rtC3d3hXeuN5TfWw,@DenisRMC,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
author::UCc_F88PzGWtA1OPNUEASulA,video::yLZS3JiEBg8,1,0,0,-0.926,comento_en,UCc_F88PzGWtA1OPNUEASulA,@rockyscarlet,yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum
