author_channel_id,author_handle,comentarios,videos,canales,likes,respuestas
UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,1,1,1,1,0
UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,1,1,1,0,0
UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,1,1,1,0,0
UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,1,1,1,2,0
UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,1,1,1,15,0
UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,1,1,1,1,0
UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,1,1,1,0,0
UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,1,1,1,0,0
UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,1,1,1,0,0
UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,1,1,1,11,0
UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,1,1,1,16,0
UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,1,1,1,0,0
UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,1,1,1,0,0
UCwjUvRseNtJoItylIyIez7Q,@Silviazea,1,1,1,0,0
UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,1,1,1,0,1
UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,1,1,1,329,5
UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,1,1,1,0,0
UCxff05WuyvwELNITi7bj7UA,@markoherrera,1,1,1,3,0
UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,1,1,1,0,0
UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,1,1,1,0,0
UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,1,1,1,0,0
UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,1,1,1,0,0
UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,1,1,1,45,0
UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,1,1,1,0,0
UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,1,1,1,6,0
